Sky Ref Number,Outlet Type,Food Offering,BT Sports Pub,Preferential Sports,Number of TVs,Carling,Molson Coors
102801000004,,,No,,1,Yes,IOP - tier 3
180359300004,,,No,,1,Yes,IOP - tier 3
141952700004,,,No,,1,Yes,IOP - not eligible
183037000004,,,No,,1,Yes,IOP - tier 3
102852300004,,,Yes,,1,Yes,IOP - tier 3
181394000004,,,No,,1,Yes,IOP - tier 3
105708900004,,,No,,1,Yes,IOP - not eligible
180896500004,,,No,,1,Yes,IOP - tier 2
185389400004,,,No,,1,No,IOP - tier 3
100049100020,,,No,,0,No,IOP - not eligible
102417400004,,,No,,1,Yes,IOP - tier 2
184641400004,,,No,,1,Yes,IOP - tier 3
184718300004,,,Yes,,1,Yes,IOP - tier 3
181516700004,,,No,,1,Yes,IOP - tier 3
185801500004,,,No,,1,Yes,IOP - tier 2
183986400004,,,No,,0,No,IOP - tier 2
185473400004,,,No,,1,Yes,IOP - tier 3
182166000004,,,No,,0,Yes,IOP - tier 3
184579700004,,,No,,1,Yes,IOP - tier 3
100972000004,,,No,,1,Yes,IOP - tier 2
185047500004,,,No,,1,Yes,IOP - tier 2
184686300004,,,No,,1,Yes,IOP - tier 2
116552400004,,,No,,0,No,IOP - tier 2
184592000004,,,No,,1,No,IOP - tier 3
183101300004,,,No,,1,Yes,IOP - tier 3
185773800004,,,No,,1,No,IOP - tier 3
137422700004,,,No,,1,No,IOP - not eligible
182625800004,,,No,,1,Yes,IOP - tier 3
136803400004,,,No,,1,Yes,IOP - tier 3
182423600004,,,No,,1,Yes,IOP - tier 2
182318300004,,,No,,0,Yes,IOP - tier 2
135453300004,,,No,,0,Yes,IOP - tier 3
185982000004,,,No,,1,Yes,IOP - tier 2
101466200004,,,No,,1,Yes,IOP - not eligible
181533800004,,,No,,1,No,IOP - not eligible
125393600004,,,No,,1,No,Wholesale
101114600004,,,No,,0,No,IOP - tier 3
185247400004,,,No,,1,No,Wholesale
182709300004,,,No,,1,Yes,IOP - tier 2
185142400004,,,No,,1,Yes,IOP - tier 2
105024600004,,,No,,1,Yes,IOP - not eligible
100984300004,,,No,,1,Yes,IOP - not eligible
185051600004,,,No,,1,Yes,IOP - tier 3
104337400004,,,No,,1,Yes,IOP - tier 3
185570300004,,,No,,1,Yes,IOP - not eligible
100025800327,,,No,,1,Yes,Wholesale
141395900004,,,No,,1,Yes,IOP - tier 3
140391300004,,,No,,1,Yes,IOP - not eligible
137006000004,,,No,,1,Yes,IOP - tier 3
185835100004,,,No,,1,Yes,IOP - tier 2
107373300004,,,No,,0,Yes,IOP - not eligible
183838600004,,,No,,1,Yes,IOP - not eligible
103633900004,,,No,,1,Yes,IOP - tier 2
125629000004,,,No,,0,No,IOP - not eligible
101504900004,,,No,,1,Yes,IOP - tier 2
102545900004,,,No,,1,Yes,Wholesale
185140700004,,,No,,0,No,IOP - tier 3
118641600004,,,No,,1,Yes,IOP - tier 3
102997500004,,,No,,1,Yes,IOP - tier 3
104447300004,,,No,,0,No,IOP - not eligible
180564100004,,,No,,1,Yes,IOP - tier 3
182585000004,,,No,,1,Yes,IOP - tier 2
182105600004,,,No,,1,Yes,IOP - tier 2
185132400004,,,No,,1,Yes,IOP - not eligible
183561500004,,,No,,0,Yes,IOP - not eligible
105766800004,,,No,,1,Yes,IOP - tier 2
135436300004,,,No,,1,Yes,IOP - tier 2
183650000004,,,No,,1,Yes,IOP - tier 2
102442600004,,,No,,1,Yes,IOP - tier 3
183498600004,,,Yes,,1,No,IOP - tier 2
180959000004,,,No,,0,Yes,IOP - not eligible
185207800004,,,No,,1,Yes,IOP - tier 3
135100500004,,,No,,1,Yes,IOP - tier 3
181512500004,,,No,,1,Yes,IOP - tier 3
185958800004,,,No,,1,No,IOP - not eligible
100304300004,,,No,,1,Yes,IOP - tier 2
125116000004,,,No,,0,Yes,IOP - tier 2
109111800004,,,No,,1,No,IOP - tier 3
141867600004,,,No,,0,Yes,IOP - tier 2
184757600004,,,No,,1,Yes,IOP - tier 2
182347400004,,,No,,1,Yes,IOP - tier 2
185466100004,,,No,,1,No,IOP - tier 3
136897500004,,,No,,1,Yes,IOP - not eligible
105754300004,,,No,,1,No,IOP - not eligible
185151900004,,,No,,1,Yes,IOP - tier 3
185298300004,,,No,,1,No,IOP - tier 2
100663100004,,,No,,1,Yes,IOP - not eligible
100025800329,,,No,,1,No,Wholesale
115160700004,,,No,,0,No,Wholesale
105955900004,,,No,,1,Yes,IOP - tier 2
185326600004,,,No,,1,Yes,IOP - tier 3
183116500004,,,No,,0,Yes,IOP - not eligible
184199700004,,,No,,1,Yes,IOP - not eligible
184540500004,,,No,,1,Yes,IOP - tier 3
183969700004,,,No,,1,Yes,IOP - tier 2
103938300004,,,No,,1,Yes,IOP - tier 3
131082900004,,,No,,0,Yes,IOP - not eligible
183612700004,,,Yes,,1,No,IOP - tier 3
181381400004,,,No,,0,No,IOP - not eligible
183790100004,,,No,,1,No,Wholesale
134799700004,,,No,,0,Yes,IOP - tier 3
103237000004,,,No,,0,Yes,IOP - tier 3
185024900004,,,No,,0,No,Wholesale
185064000004,,,No,,1,Yes,IOP - tier 3
141966000004,,,No,,0,No,IOP - tier 3
185020700004,,,No,,1,Yes,IOP - tier 2
180285800004,,,No,,1,Yes,IOP - tier 3
134832400004,,,No,,1,No,IOP - not eligible
184735100004,,,No,,1,Yes,IOP - tier 2
101312800004,,,No,,1,Yes,IOP - tier 3
114993000004,,,No,,1,No,IOP - tier 3
184693700004,,,No,,1,Yes,IOP - tier 3
184724200004,,,No,,1,Yes,IOP - tier 3
183805300004,,,No,,1,Yes,IOP - tier 2
182674900004,,,Yes,,1,Yes,IOP - tier 2
185048000004,,,No,,1,Yes,IOP - tier 3
185021600004,,,No,,1,Yes,IOP - tier 3
182207100004,,,No,,1,Yes,IOP - tier 3
183780400004,,,No,,1,No,IOP - tier 3
180139500004,,,No,,1,Yes,IOP - tier 3
181388500004,,,No,,1,Yes,IOP - tier 3
103034900004,,,No,,1,Yes,IOP - not eligible
101779900004,,,No,,1,Yes,IOP - not eligible
182440700004,,,No,,1,Yes,IOP - tier 3
182275600004,,,No,,1,No,IOP - tier 2
116831500004,,,No,,1,Yes,IOP - tier 3
110871000004,,,No,,0,Yes,IOP - tier 3
183135900004,,,No,,1,Yes,IOP - not eligible
103011000004,,,No,,1,Yes,IOP - tier 3
105984400004,,,No,,1,Yes,IOP - tier 2
116184000004,,,No,,1,Yes,IOP - tier 3
183131000004,,,No,,1,Yes,Wholesale
101393800004,,,No,,1,Yes,IOP - not eligible
184192300004,,,No,,1,No,IOP - tier 2
185949300004,,,No,,1,Yes,IOP - tier 3
184524900004,,,No,,1,Yes,IOP - tier 3
139918500004,,,No,,1,Yes,IOP - tier 3
109501200004,,,No,,1,Yes,IOP - tier 3
185125500004,,,No,,1,Yes,IOP - tier 3
185234300004,,,No,,1,Yes,IOP - tier 2
185383700004,,,No,,1,No,IOP - tier 2
108186500004,,,No,,0,Yes,IOP - tier 3
185243200004,,,No,,1,No,IOP - tier 3
185166300004,,,No,,1,No,IOP - tier 3
185525100004,,,No,,1,No,Wholesale
185089300004,,,No,,1,Yes,IOP - tier 3
185097200004,,,No,,1,Yes,IOP - tier 3
120466700004,,,No,,0,Yes,IOP - tier 3
185362100004,,,No,,1,Yes,IOP - tier 3
185307300004,,,No,,1,Yes,IOP - not eligible
102578000004,,,No,,1,Yes,Wholesale
184442500004,,,No,,1,No,Wholesale
100050700754,,,No,,0,Yes,IOP - not eligible
185141000004,,,No,,1,Yes,IOP - tier 3
111115900004,,,No,,1,Yes,IOP - tier 3
185107200004,,,No,,1,No,IOP - tier 3
128846600004,,,No,,0,Yes,IOP - not eligible
185117000004,,,No,,1,Yes,IOP - tier 3
184723100004,,,No,,1,Yes,IOP - tier 3
140029900004,,,Yes,,1,Yes,IOP - tier 3
139643900004,,,No,,1,Yes,IOP - not eligible
105940400004,,,No,,0,Yes,IOP - not eligible
185751500004,,,No,,1,Yes,IOP - not eligible
183865300004,,,No,,1,Yes,IOP - tier 3
119973400004,,,No,,1,Yes,IOP - tier 2
183945900004,,,No,,1,Yes,IOP - tier 2
184397500004,,,No,,1,No,IOP - tier 3
185080200004,,,Yes,,1,Yes,IOP - tier 3
105338100004,,,No,,1,Yes,IOP - tier 3
185178600004,,,No,,1,No,IOP - tier 3
180872200010,,,No,,0,No,IOP - tier 2
180872200013,,,No,,1,Yes,IOP - tier 2
141763600004,,,No,,0,Yes,IOP - not eligible
184332500004,,,No,,1,No,IOP - not eligible
180872200006,,,No,,1,No,IOP - not eligible
185994100004,,,No,,1,Yes,Wholesale
185215700004,,,No,,0,Yes,IOP - not eligible
103209400004,,,No,,1,Yes,IOP - tier 3
101855500004,,,No,,1,Yes,IOP - tier 3
183860300004,,,No,,1,No,IOP - not eligible
184701700004,,,No,,1,Yes,IOP - tier 3
185746900004,,,No,,1,Yes,IOP - not eligible
185185400004,,,No,,1,Yes,IOP - tier 3
100015300071,,,No,,0,Yes,IOP - tier 3
140069000004,,,No,,1,Yes,IOP - tier 2
180376100024,,,No,,0,Yes,IOP - not eligible
102916600004,,,No,,1,Yes,IOP - tier 2
101122200004,,,No,,1,Yes,Wholesale
180344900004,,,No,,1,Yes,IOP - tier 2
105982700004,,,No,,1,Yes,IOP - tier 3
184812100004,,,No,,1,Yes,IOP - tier 3
185202200004,,,No,,1,Yes,IOP - tier 3
185138700004,,,No,,1,Yes,IOP - tier 3
183114800004,,,No,,1,Yes,IOP - tier 3
105450400004,,,No,,1,Yes,IOP - tier 3
137821000004,,,No,,1,Yes,IOP - not eligible
180237500004,,,No,,1,Yes,IOP - not eligible
184096900004,,,No,,1,Yes,IOP - not eligible
185399300004,,,No,,1,Yes,IOP - not eligible
117374900004,,,Yes,,1,Yes,IOP - tier 2
185531600004,,,No,,0,No,Wholesale
103936600004,,,No,,1,Yes,IOP - tier 3
185157300004,,,No,,1,Yes,IOP - tier 3
181514200004,,,No,,1,Yes,IOP - tier 3
185332000004,,,Yes,,1,Yes,IOP - tier 3
104559700004,,,No,,0,Yes,IOP - tier 3
105608200004,,,No,,1,Yes,IOP - tier 3
127495500004,,,No,,0,Yes,IOP - tier 3
120735200004,,,No,,1,No,Wholesale
125384900004,,,No,,1,Yes,IOP - tier 3
126866500004,,,No,,0,Yes,IOP - not eligible
185156200004,,,No,,1,Yes,IOP - tier 3
105457300004,,,No,,1,No,IOP - not eligible
127412000004,,,No,,1,Yes,IOP - not eligible
105275000004,,,No,,1,Yes,IOP - not eligible
103318300004,,,No,,1,Yes,IOP - tier 3
111093500004,,,No,,1,Yes,IOP - tier 3
185563500004,,,No,,1,Yes,IOP - tier 2
182739500004,,,No,,1,Yes,IOP - tier 3
111336700004,,,No,,1,Yes,IOP - tier 2
133512000004,,,No,,1,Yes,IOP - tier 3
115793300004,,,No,,0,Yes,IOP - tier 3
142025100004,,,No,,1,No,Wholesale
102233000004,,,No,,1,Yes,IOP - tier 3
103242800004,,,No,,1,Yes,IOP - tier 3
185312500004,,,No,,1,Yes,IOP - not eligible
185901300004,,,No,,1,Yes,IOP - not eligible
184007400004,,,No,,1,Yes,IOP - tier 2
103927100004,,,No,,0,Yes,IOP - tier 3
120302300004,,,No,,0,No,IOP - not eligible
104565700004,,,No,,1,Yes,IOP - not eligible
185182100004,,,No,,1,Yes,IOP - tier 3
105573900004,,,No,,1,No,IOP - not eligible
182110900004,,,No,,1,No,Wholesale
184619700004,,,No,,0,Yes,IOP - tier 2
104454100004,,,No,,1,Yes,IOP - tier 3
185247300004,,,No,,1,Yes,IOP - tier 3
182774500004,,,No,,1,Yes,IOP - not eligible
100027200055,,,No,,1,Yes,IOP - tier 3
100027200037,,,No,,1,Yes,IOP - tier 3
100027200074,,,No,,1,Yes,IOP - not eligible
185200500004,,,No,,1,Yes,IOP - tier 3
184758200004,,,No,,1,Yes,IOP - tier 2
185353800004,,,No,,1,Yes,IOP - tier 3
130189600004,,,No,,1,Yes,IOP - tier 3
183189100004,,,No,,1,Yes,IOP - tier 3
185307100004,,,No,,1,Yes,IOP - not eligible
185198900004,,,No,,1,Yes,IOP - tier 3
131988000004,,,No,,0,Yes,IOP - not eligible
184641200004,,,No,,1,Yes,IOP - tier 2
184661200004,,,No,,1,Yes,IOP - tier 3
104805000004,,,No,,1,Yes,IOP - tier 3
185146000004,,,No,,1,Yes,IOP - tier 3
104787500004,,,No,,1,Yes,IOP - tier 3
108638200004,,,No,,1,Yes,IOP - tier 2
185471100004,,,No,,1,Yes,IOP - not eligible
184441500004,,,No,,1,Yes,IOP - tier 3
115318500004,,,No,,0,No,IOP - tier 2
119380900004,,,No,,1,Yes,IOP - tier 3
133332900004,,,No,,0,Yes,IOP - not eligible
109026100004,,,No,,0,Yes,IOP - not eligible
184705400004,,,No,,1,Yes,IOP - tier 3
185399200004,,,No,,1,Yes,IOP - tier 3
102738000004,,,No,,1,Yes,IOP - tier 3
184575300004,,,No,,1,Yes,IOP - tier 3
106766500004,,,No,,0,Yes,IOP - tier 3
184097200004,,,No,,1,Yes,IOP - tier 3
185420500004,,,No,,1,No,IOP - tier 3
105966400004,,,No,,1,Yes,IOP - tier 3
100000300059,,,No,,1,No,IOP - not eligible
182573300004,,,No,,1,Yes,IOP - tier 3
183092600004,,,No,,0,Yes,IOP - tier 2
100032400534,,,No,,0,Yes,IOP - not eligible
185269700004,,,No,,1,Yes,IOP - tier 3
100015300154,,,No,,0,Yes,Wholesale
100025800338,,,No,,1,No,Wholesale
101967400004,,,No,,1,No,Wholesale
106319100004,,,No,,0,Yes,IOP - tier 3
101262100004,,,No,,1,Yes,IOP - tier 2
185803700004,,,No,,1,Yes,IOP - tier 3
100847900004,,,No,,1,Yes,Wholesale
119159400004,,,No,,1,No,Wholesale
185463100004,,,No,,1,Yes,IOP - tier 3
185495200004,,,No,,1,Yes,IOP - not eligible
185570800004,,,No,,1,Yes,IOP - not eligible
181895900004,,,No,,1,Yes,IOP - tier 3
137095400004,,,No,,0,Yes,IOP - tier 3
142676400004,,,No,,0,Yes,IOP - tier 2
185241500004,,,No,,1,Yes,IOP - tier 3
185137200004,,,No,,1,Yes,IOP - not eligible
185203300004,,,No,,1,Yes,IOP - not eligible
185174900004,,,No,,1,Yes,IOP - not eligible
109612000004,,,No,,1,Yes,IOP - tier 3
185174800004,,,No,,1,Yes,IOP - not eligible
137412500004,,,No,,1,Yes,IOP - tier 3
131468800004,,,No,,1,Yes,IOP - tier 3
100987900004,,,No,,0,Yes,IOP - tier 2
135605700004,,,No,,1,Yes,IOP - tier 3
103929100004,,,No,,0,Yes,IOP - tier 3
180093800004,,,No,,1,Yes,IOP - tier 3
185324200004,,,No,,1,Yes,IOP - tier 3
184757900004,,,No,,1,Yes,IOP - tier 2
183162000006,,,No,,1,Yes,IOP - tier 3
119759200004,,,No,,1,Yes,IOP - tier 3
103270600004,,,No,,1,Yes,IOP - tier 3
185985500004,,,No,,1,Yes,IOP - tier 3
132745700004,,,No,,1,Yes,IOP - tier 3
185844600004,,,No,,1,Yes,IOP - not eligible
185566300004,,,Yes,,1,Yes,IOP - tier 3
185802900004,,,No,,1,Yes,IOP - tier 2
100035900178,,,No,,0,No,IOP - tier 3
185318300004,,,No,,1,Yes,IOP - tier 2
184059500004,,,No,,1,Yes,IOP - not eligible
101122000004,,,No,,1,Yes,IOP - tier 3
185587900004,,,No,,1,Yes,IOP - tier 3
111785100004,,,No,,0,Yes,IOP - not eligible
116037700004,,,No,,0,Yes,IOP - tier 3
102930600004,,,No,,0,Yes,IOP - tier 3
104688600004,,,No,,1,Yes,IOP - tier 2
184817200004,,,No,,1,Yes,IOP - tier 3
185338800004,,,Yes,,1,Yes,IOP - not eligible
112722600004,,,No,,1,Yes,IOP - tier 3
185371800004,,,No,,1,Yes,IOP - tier 3
185362900004,,,No,,1,Yes,IOP - not eligible
184585900004,,,No,,1,Yes,IOP - tier 3
184066600004,,,No,,1,No,IOP - tier 3
183219000004,,,No,,1,Yes,IOP - tier 3
180332500004,,,No,,1,No,Wholesale
184567100004,,,No,,1,Yes,IOP - not eligible
185370600004,,,No,,1,Yes,IOP - tier 3
125990600004,,,No,,0,Yes,IOP - tier 3
185477200004,,,No,,1,Yes,IOP - not eligible
184751900004,,,No,,1,No,IOP - tier 3
182318000004,,,No,,1,Yes,IOP - tier 3
185763300004,,,No,,1,Yes,IOP - tier 3
180977700004,,,No,,1,Yes,IOP - not eligible
185328600004,,,No,,1,No,IOP - not eligible
185504200004,,,No,,1,Yes,IOP - tier 2
126304300004,,,No,,0,Yes,IOP - not eligible
131145900004,,,No,,1,Yes,IOP - tier 3
115860700004,,,No,,1,Yes,IOP - tier 3
103346200004,,,No,,1,Yes,IOP - not eligible
105427000004,,,No,,1,Yes,IOP - not eligible
101311400004,,,No,,1,Yes,IOP - not eligible
103546400004,,,No,,0,Yes,IOP - tier 2
181222700004,,,No,,1,Yes,IOP - tier 2
103353900004,,,No,,0,Yes,IOP - not eligible
102999400004,,,No,,1,Yes,IOP - not eligible
183865800006,,,No,,1,Yes,IOP - tier 3
183865800014,,,No,,1,Yes,IOP - tier 3
183865800013,,,No,,1,No,IOP - tier 3
183865800016,,,No,,1,No,IOP - tier 3
100024600006,,,No,,0,Yes,IOP - tier 3
183865800011,,,No,,1,No,IOP - tier 3
183865800010,,,No,,1,No,IOP - tier 3
183865800008,,,No,,1,No,IOP - tier 3
183865800007,,,No,,1,No,IOP - tier 3
186005700004,,,No,,0,Yes,IOP - tier 3
183865800020,,,No,,1,No,IOP - tier 3
183865800019,,,No,,1,Yes,IOP - tier 3
183865800017,,,No,,0,Yes,IOP - tier 3
181533100004,,,No,,1,No,IOP - tier 2
185894800004,,,No,,1,Yes,IOP - not eligible
142687500004,,,Yes,,1,Yes,IOP - tier 3
185493400004,,,No,,1,Yes,IOP - tier 3
185497500004,,,No,,1,No,IOP - tier 3
183121300004,,,No,,1,Yes,IOP - tier 3
183138200004,,,No,,1,No,IOP - tier 3
185932400004,,,No,,1,Yes,IOP - tier 3
184778400004,,,No,,1,Yes,IOP - tier 3
183797300004,,,No,,1,No,IOP - tier 3
184521300004,,,No,,1,No,IOP - not eligible
105338800004,,,No,,1,No,IOP - tier 3
104556500004,,,No,,1,No,Wholesale
180957400022,,,No,,0,Yes,Wholesale
120304500004,,,No,,0,No,IOP - not eligible
185381500004,,,No,,1,Yes,IOP - tier 3
180444300050,,,Yes,,1,No,IOP - not eligible
106063100004,,,No,,1,Yes,Wholesale
185291000004,,,No,,1,Yes,IOP - tier 3
185111900004,,,No,,1,Yes,IOP - tier 3
137149900004,,,No,,1,No,IOP - tier 3
141295800004,,,No,,1,No,IOP - tier 3
185526600004,,,No,,1,Yes,IOP - tier 3
185372300004,,,No,,1,Yes,IOP - tier 3
182721600004,,,No,,1,Yes,IOP - tier 3
104789900004,,,No,,1,Yes,IOP - tier 3
185984900004,,,No,,1,Yes,IOP - tier 3
185346300004,,,No,,1,Yes,IOP - tier 3
100050700709,,,No,,1,No,IOP - not eligible
180519000004,,,No,,1,Yes,IOP - not eligible
100022500072,,,No,,1,No,IOP - not eligible
185533500004,,,No,,1,Yes,IOP - tier 3
185804500004,,,No,,1,Yes,IOP - tier 3
185579400004,,,No,,1,Yes,IOP - tier 3
185561700004,,,No,,1,No,IOP - tier 3
100051400015,,,No,,0,Yes,IOP - not eligible
131163600004,,,No,,1,Yes,IOP - tier 3
103728000004,,,No,,1,No,IOP - tier 3
185345600004,,,No,,1,Yes,IOP - tier 3
185534600004,,,No,,1,Yes,IOP - tier 2
183936300004,,,No,,1,Yes,IOP - tier 3
180829300004,,,No,,1,Yes,IOP - tier 3
183136100004,,,No,,1,Yes,IOP - tier 3
185786400004,,,No,,1,Yes,IOP - tier 3
185830500004,,,No,,1,No,Wholesale
185515300004,,,No,,1,Yes,IOP - tier 2
185962000004,,,No,,1,Yes,IOP - tier 3
105492800004,,,No,,1,Yes,IOP - tier 2
104614700004,,,No,,1,Yes,IOP - tier 3
103664100004,,,No,,1,No,IOP - tier 3
103001600004,,,No,,1,No,IOP - tier 3
129113800004,,,No,,1,Yes,IOP - tier 3
102922400004,,,No,,1,Yes,IOP - tier 3
104859100004,,,No,,1,No,IOP - tier 3
119569000004,,,No,,1,Yes,IOP - not eligible
185472800004,,,No,,1,No,IOP - tier 3
134731800004,,,No,,0,Yes,IOP - not eligible
104546700004,,,No,,1,Yes,IOP - tier 3
105207200004,,,No,,1,Yes,IOP - not eligible
104995600004,,,Yes,,1,No,IOP - tier 3
104844600004,,,No,,1,No,IOP - tier 3
185845200004,,,No,,1,Yes,IOP - tier 3
182435400004,,,No,,1,Yes,IOP - tier 3
184692400004,,,No,,1,Yes,IOP - tier 2
103621600004,,,No,,1,Yes,IOP - tier 3
