Sky Ref Number,Outlet Type,Food Offering,BT Sports Pub,Preferential Sports,Number of TVs,Carling,Molson Coors
104884900004,Cricket Club,everyday traditional,No,,1,No,
103830000004,Cricket Club,everyday traditional,No,,1,Yes,Wholesale
101450500004,Cricket Club,everyday traditional,No,,1,No,
102483500004,Cricket Club,everyday traditional,No,,1,No,
183866500004,Cricket Club,everyday traditional,No,,1,No,
105179300004,Cricket Club,everyday traditional,No,,1,Yes,
105151500004,Cricket Club,everyday traditional,No,,1,No,
105110700004,Cricket Club,everyday traditional,No,,1,No,Wholesale
100867100004,Cricket Club,bar and kitchen,No,,1,No,
100276600004,Cricket Club,everyday traditional,No,,1,No,
105646100004,Cricket Club,everyday traditional,No,,1,No,
103232000004,Cricket Club,everyday traditional,No,,1,No,
100047000170,Cricket Club,bar and kitchen,No,,1,No,
100930200004,Cricket Club,bar and kitchen,No,,1,No,
182432000004,Cricket Club,everyday traditional,No,,1,No,
110779800004,Cricket Club,fine dining,No,,1,No,
100253900004,Cricket Club,fine dining,Yes,,1,No,Wholesale
117668500004,Cricket Club,bar and kitchen,No,,1,No,
100273600004,Cricket Club,everyday traditional,No,,1,No,
103223900004,Cricket Club,everyday traditional,No,,1,No,
100894700004,Cricket Club,everyday traditional,No,,1,No,
103633700004,Cricket Club,everyday traditional,No,,1,No,
185056800004,Cricket Club,everyday traditional,No,,1,Yes,
101638800004,Cricket Club,everyday traditional,No,,1,No,Wholesale
183611100004,Cricket Club,bar and kitchen,No,,1,No,
182608400004,Cricket Club,bar and kitchen,No,,1,No,Wholesale
102331100004,Cricket Club,everyday traditional,No,,1,No,
131132000004,Cricket Club,everyday traditional,Yes,,1,No,
102813900004,Cricket Club,everyday traditional,No,,1,No,
100013000011,Cricket Club,everyday traditional,No,,1,No,
182734100004,Cricket Club,everyday traditional,No,,1,No,
105649200004,Cricket Club,bar and kitchen,No,,1,No,
105700800004,Cricket Club,bar and kitchen,No,,1,Yes,IOP - not eligible
101462900004,Cricket Club,everyday traditional,No,,1,No,
136800400004,Cricket Club,everyday traditional,No,,1,No,
100962600004,Cricket Club,everyday traditional,No,,1,No,
104458700004,Cricket Club,fine dining,No,,1,No,
118678300004,Cricket Club,everyday traditional,No,,1,Yes,
105048700004,Cricket Club,bar and kitchen,No,,1,No,
105650400004,Cricket Club,bar and kitchen,No,,1,No,
105955800004,Cricket Club,everyday traditional,No,,1,No,
102064400004,Cricket Club,everyday traditional,No,,1,No,Wholesale
140611200004,Cricket Club,bar and kitchen,No,,1,No,
100902600004,Cricket Club,bar and kitchen,No,,1,No,Wholesale
102783800004,Cricket Club,everyday traditional,Yes,,1,No,
100864100004,Cricket Club,everyday traditional,No,,1,No,
102043100004,Cricket Club,bar and kitchen,No,,1,No,
105153700004,Cricket Club,everyday traditional,Yes,,1,No,
105643500004,Cricket Club,everyday traditional,No,,1,No,
184615400004,Cricket Club,fine dining,No,,1,Yes,
105708700004,Cricket Club,everyday traditional,No,,1,No,
103866100004,Cricket Club,bar and kitchen,No,,1,No,
131063500004,Cricket Club,everyday traditional,No,,1,No,
102658200004,Cricket Club,everyday traditional,No,,1,No,
103251100004,Cricket Club,everyday traditional,No,,1,Yes,
129160800004,Cricket Club,everyday traditional,No,,1,No,
104056900004,Cricket Club,everyday traditional,No,,1,No,
136244600004,Cricket Club,everyday traditional,No,,1,No,
100848000004,Cricket Club,everyday traditional,No,,1,No,
104404100004,Cricket Club,everyday traditional,No,,1,No,
105093300004,Cricket Club,everyday traditional,No,,1,No,
124985900004,Cricket Club,everyday traditional,No,,1,No,
105673200004,Cricket Club,everyday traditional,No,,1,No,
105656600004,Cricket Club,fine dining,No,,1,No,
104030700004,Cricket Club,everyday traditional,No,,1,No,
105635900004,Cricket Club,everyday traditional,No,,1,No,
105632000004,Cricket Club,fine dining,No,,1,No,
102656200004,Cricket Club,fine dining,No,,1,No,
104277800004,Cricket Club,bar and kitchen,No,,1,No,
105037200004,Cricket Club,everyday traditional,No,,1,No,
184814200004,Cricket Club,fine dining,No,,1,No,
100296200004,Cricket Club,everyday traditional,No,,1,No,
100331300004,Cricket Club,everyday traditional,No,,1,No,Wholesale
103219300004,Cricket Club,everyday traditional,No,,1,Yes,
101768000004,Cricket Club,everyday traditional,No,,1,No,
104740300004,Cricket Club,everyday traditional,No,,1,No,
183077500004,Cricket Club,everyday traditional,No,,1,No,
102671300004,Cricket Club,everyday traditional,No,,1,No,
105623900004,Cricket Club,everyday traditional,No,,1,No,
101428200004,Cricket Club,everyday traditional,No,,1,No,
100832100004,Cricket Club,everyday traditional,Yes,,1,Yes,
105639600004,Cricket Club,everyday traditional,No,,1,No,
180888000004,Cricket Club,everyday traditional,No,,1,Yes,
104496000004,Cricket Club,everyday traditional,Yes,,1,Yes,
104460600004,Cricket Club,bar and kitchen,No,,1,Yes,Wholesale
103268400004,Cricket Club,bar and kitchen,No,,1,No,
185056000004,Cricket Club,bar and kitchen,No,,1,No,
102180000004,Cricket Club,everyday traditional,No,,1,No,
103644400004,Gastro Pub,everyday traditional,No,,1,Yes,IOP - tier 3
103702000004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
111191800004,Gastro Pub,fine dining,Yes,,1,Yes,IOP - tier 2
106717100004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
123483100004,Gastro Pub,bar and kitchen,No,,0,Yes,IOP - tier 3
112015200004,Gastro Pub,bar and kitchen,No,,0,Yes,IOP - tier 3
122888000004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
141219400004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
105584000004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
105006600004,Gastro Pub,bar and kitchen,Yes,,1,No,IOP - tier 3
184521800004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
106842600004,Gastro Pub,everyday traditional,No,,0,Yes,IOP - tier 3
100046900025,Gastro Pub,everyday traditional,Yes,,1,No,IOP - tier 3
100046900013,Gastro Pub,bar and kitchen,Yes,,1,No,IOP - tier 3
100046900017,Gastro Pub,everyday traditional,No,,1,No,IOP - tier 3
100046900015,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
100046900023,Gastro Pub,everyday traditional,Yes,,1,No,IOP - tier 3
100046900018,Gastro Pub,bar and kitchen,No,,1,No,IOP - tier 3
100046900011,Gastro Pub,bar and kitchen,Yes,,1,No,IOP - tier 3
100046900021,Gastro Pub,bar and kitchen,Yes,,1,Yes,IOP - tier 3
100046900010,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
100046900028,Gastro Pub,everyday traditional,Yes,,1,No,IOP - tier 3
182499800013,Gastro Pub,bar and kitchen,Yes,,1,Yes,IOP - not eligible
102616300004,Gastro Pub,fine dining,Yes,,1,Yes,IOP - tier 2
105530000004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - not eligible
182489900004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
102463100004,Gastro Pub,fine dining,Yes,,1,Yes,IOP - tier 3
100060800012,Gastro Pub,fine dining,No,,1,Yes,IOP - not eligible
100021600006,Gastro Pub,bar and kitchen,No,,0,No,IOP - tier 2
110744300004,Gastro Pub,fine dining,Yes,,1,Yes,IOP - tier 3
107167700004,Gastro Pub,bar and kitchen,No,,1,No,Wholesale
125635200004,Gastro Pub,bar and kitchen,No,,1,No,Wholesale
139583100004,Gastro Pub,bar and kitchen,No,,0,No,Wholesale
111098900004,Gastro Pub,bar and kitchen,No,,0,Yes,IOP - tier 2
185977900004,Gastro Pub,bar and kitchen,No,,1,No,IOP - not eligible
117242800004,Gastro Pub,everyday traditional,Yes,,1,Yes,IOP - tier 3
136978800004,Gastro Pub,bar and kitchen,Yes,,1,No,IOP - tier 3
130528400004,Gastro Pub,bar and kitchen,No,,0,Yes,IOP - not eligible
184227000004,Gastro Pub,bar and kitchen,No,,1,No,Wholesale
105983000004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
183741900004,Gastro Pub,bar and kitchen,Yes,,1,Yes,IOP - tier 3
131816500004,Gastro Pub,bar and kitchen,Yes,,1,Yes,IOP - tier 2
110573800004,Gastro Pub,bar and kitchen,No,,0,Yes,IOP - not eligible
100091900004,Gastro Pub,bar and kitchen,Yes,,1,Yes,IOP - tier 2
135493900004,Gastro Pub,bar and kitchen,Yes,,1,No,IOP - tier 3
141832000004,Gastro Pub,bar and kitchen,No,,0,No,IOP - not eligible
101972400004,Gastro Pub,bar and kitchen,Yes,,1,Yes,IOP - tier 3
106263400004,Gastro Pub,bar and kitchen,No,,0,Yes,IOP - not eligible
117907100004,Gastro Pub,everyday traditional,Yes,,1,No,IOP - not eligible
141196500004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 2
105560700004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
182663800004,Gastro Pub,bar and kitchen,Yes,,1,Yes,IOP - tier 3
104232700004,Gastro Pub,bar and kitchen,Yes,,1,No,IOP - tier 3
102996700004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
135475300004,Gastro Pub,bar and kitchen,Yes,,1,Yes,Wholesale
182983300004,Gastro Pub,bar and kitchen,Yes,,1,No,IOP - tier 3
181327000004,Gastro Pub,bar and kitchen,No,,0,No,Wholesale
112045700004,Gastro Pub,bar and kitchen,No,,0,No,Wholesale
102040700004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
183192300004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - not eligible
100277200004,Gastro Pub,bar and kitchen,No,,0,Yes,IOP - tier 3
184282000004,Gastro Pub,fine dining,No,,1,No,IOP - tier 3
183979500004,Gastro Pub,bar and kitchen,Yes,,1,Yes,IOP - tier 3
106052900004,Gastro Pub,bar and kitchen,No,,0,Yes,IOP - tier 2
133476600004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
128131500004,Gastro Pub,bar and kitchen,No,,0,No,Wholesale
106864900004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
111558000004,Gastro Pub,bar and kitchen,No,,0,Yes,IOP - not eligible
100030100019,Gastro Pub,bar and kitchen,No,,0,Yes,Wholesale
134612800004,Gastro Pub,fine dining,No,,0,No,IOP - tier 3
134717000004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
185976000004,Gastro Pub,bar and kitchen,No,,1,No,IOP - not eligible
185063900004,Gastro Pub,everyday traditional,Yes,,1,Yes,IOP - tier 3
184814900004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
119626900004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
183866000004,Gastro Pub,bar snacks,No,,1,Yes,IOP - tier 3
124080800004,Gastro Pub,bar and kitchen,Yes,,1,Yes,IOP - tier 3
182738900004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - not eligible
180194200004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
134636900004,Gastro Pub,bar and kitchen,No,,0,Yes,IOP - tier 2
134988700004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - tier 3
100016800086,Gastro Pub,bar and kitchen,Yes,,1,No,
100042600088,Gastro Pub,bar and kitchen,Yes,,1,No,
137406100004,Gastro Pub,bar and kitchen,No,,0,No,
185283400004,Gastro Pub,bar and kitchen,No,,0,No,
112696700004,Gastro Pub,bar and kitchen,No,,0,Yes,
100015300195,Gastro Pub,fine dining,Yes,,1,Yes,
184768500004,Gastro Pub,bar and kitchen,No,,0,No,
100013000013,Gastro Pub,bar and kitchen,No,,1,No,
100050700231,Gastro Pub,bar and kitchen,No,,0,No,
118954500004,Gastro Pub,bar and kitchen,No,,0,No,
180828000016,Gastro Pub,bar and kitchen,Yes,,1,No,
110540500004,Gastro Pub,bar and kitchen,No,,1,No,
112675100004,Gastro Pub,bar and kitchen,No,,1,No,
132026100004,Gastro Pub,bar and kitchen,No,,1,No,
100055600008,Gastro Pub,bar and kitchen,Yes,,1,No,
126680700004,Gastro Pub,bar and kitchen,No,,1,No,
103931600004,Gastro Pub,fine dining,No,,1,Yes,Wholesale
129824600004,Gastro Pub,bar and kitchen,No,,0,Yes,
184755300004,Gastro Pub,everyday traditional,No,,1,No,
100011700054,Gastro Pub,bar and kitchen,No,,1,No,
100011700632,Gastro Pub,bar and kitchen,Yes,,1,Yes,
125551000004,Gastro Pub,bar and kitchen,No,,0,No,
118954000004,Gastro Pub,bar and kitchen,No,,1,No,
180828000011,Gastro Pub,fine dining,Yes,,1,No,
121995300004,Gastro Pub,bar and kitchen,No,,0,No,
121281600004,Gastro Pub,bar and kitchen,No,,0,No,
185491900004,Gastro Pub,everyday traditional,Yes,,1,No,
184225900004,Gastro Pub,fine dining,Yes,,1,No,
130619100004,Gastro Pub,bar and kitchen,No,,0,Yes,Wholesale
182800500032,Gastro Pub,bar and kitchen,No,,1,No,
182794000004,Gastro Pub,bar and kitchen,No,,1,No,
132776100004,Gastro Pub,bar and kitchen,No,,0,No,
180743300005,Gastro Pub,bar and kitchen,No,,1,No,
100053400023,Gastro Pub,bar and kitchen,Yes,,1,No,
104417000004,Gastro Pub,bar and kitchen,Yes,,1,No,
100011700333,Gastro Pub,everyday traditional,No,,1,No,
115562300004,Gastro Pub,bar and kitchen,Yes,,1,No,
100042600019,Gastro Pub,bar and kitchen,Yes,,1,Yes,
100042600092,Gastro Pub,bar and kitchen,Yes,,1,No,
181182500004,Gastro Pub,bar and kitchen,No,,1,Yes,
183119700004,Gastro Pub,bar and kitchen,Yes,,1,Yes,Wholesale
100038700031,Gastro Pub,bar and kitchen,Yes,,1,No,
100063500018,Gastro Pub,bar and kitchen,Yes,,1,Yes,
100038700050,Gastro Pub,bar and kitchen,Yes,,1,No,
180450100004,Gastro Pub,bar and kitchen,Yes,,1,Yes,
180450100004,Gastro Pub,bar and kitchen,No,,1,No,
136782700004,Gastro Pub,bar and kitchen,Yes,,1,Yes,
100168500004,Gastro Pub,bar and kitchen,No,,0,No,
137073200004,Gastro Pub,bar and kitchen,No,,0,No,
110789600004,Gastro Pub,bar and kitchen,No,,1,No,
100011700070,Gastro Pub,bar and kitchen,No,,1,No,
185141500004,Gastro Pub,bar and kitchen,No,,1,Yes,
184528900004,Gastro Pub,bar and kitchen,No,,1,Yes,
180302200004,Gastro Pub,everyday traditional,Yes,,1,No,
184398700004,Gastro Pub,bar and kitchen,No,,1,No,
185250400004,Gastro Pub,bar and kitchen,No,,1,No,Wholesale
184632400004,Gastro Pub,bar and kitchen,No,,1,No,
100844300004,Gastro Pub,bar and kitchen,No,,0,No,
100014800006,Gastro Pub,bar and kitchen,No,,0,No,
112877000004,Gastro Pub,bar and kitchen,Yes,,1,Yes,
112357800004,Gastro Pub,bar and kitchen,Yes,,1,No,
116040500004,Gastro Pub,bar and kitchen,No,,1,No,
101548400004,Gastro Pub,bar and kitchen,No,,1,No,
140415600004,Gastro Pub,bar and kitchen,No,,1,Yes,
185124500004,Gastro Pub,bar and kitchen,Yes,,1,No,
180242200004,Gastro Pub,bar and kitchen,No,,1,No,
184426000004,Gastro Pub,bar and kitchen,No,,1,No,
108838900004,Gastro Pub,bar and kitchen,No,,0,No,
100016800069,Gastro Pub,bar and kitchen,Yes,,1,Yes,
101348800004,Gastro Pub,bar and kitchen,No,,1,No,
110695000004,Gastro Pub,bar and kitchen,No,,1,No,
115615200004,Gastro Pub,bar and kitchen,No,,0,Yes,
104995800004,Gastro Pub,bar and kitchen,No,,1,No,Wholesale
180842000009,Gastro Pub,bar and kitchen,No,,0,No,
100540800004,Gastro Pub,bar and kitchen,No,,1,No,Wholesale
184727100004,Gastro Pub,bar and kitchen,No,,1,Yes,IOP - not eligible
100011701036,Gastro Pub,bar and kitchen,Yes,,1,No,
104007800004,Gastro Pub,bar and kitchen,Yes,,1,No,
104708800004,Gastro Pub,bar and kitchen,No,,0,Yes,
100025000007,Gastro Pub,everyday traditional,No,,1,No,
183713900004,Gastro Pub,bar and kitchen,Yes,,1,No,
120097400004,Gastro Pub,bar and kitchen,Yes,,1,Yes,
180837700004,Gastro Pub,bar and kitchen,No,,1,No,
101995200004,Gastro Pub,bar and kitchen,No,,1,No,
183893200004,Gastro Pub,bar and kitchen,Yes,,1,No,
183862200004,Gastro Pub,bar and kitchen,No,,1,No,
118967900004,Gastro Pub,fine dining,No,,0,No,
134462700004,Gastro Pub,everyday traditional,No,,0,No,
122925800004,Gastro Pub,bar and kitchen,No,,0,No,
122337300004,Gastro Pub,fine dining,No,,1,No,
100011700067,Gastro Pub,bar and kitchen,No,,1,No,
135078400004,Gastro Pub,bar and kitchen,Yes,,1,No,
182222100004,Gastro Pub,everyday traditional,No,,1,No,
134153300004,Gastro Pub,everyday traditional,Yes,,1,No,
107002900004,Gastro Pub,everyday traditional,Yes,,1,No,
183071300004,Gastro Pub,everyday traditional,Yes,,1,No,
180039600004,Gastro Pub,everyday traditional,Yes,,1,No,
100038700076,Gastro Pub,everyday traditional,Yes,,1,No,
138282700004,Gastro Pub,bar and kitchen,No,,0,No,
134752700004,Gastro Pub,everyday traditional,No,,1,No,
102443500004,Gastro Pub,everyday traditional,Yes,,1,No,
118646000004,Gastro Pub,everyday traditional,Yes,,1,No,
103757500004,Gastro Pub,everyday traditional,Yes,,1,No,
102841500004,Gastro Pub,everyday traditional,Yes,,1,No,
116174200004,Gastro Pub,everyday traditional,Yes,,1,No,
184322900004,Gastro Pub,everyday traditional,Yes,,1,No,
132171400004,Gastro Pub,everyday traditional,Yes,,1,No,
138364700004,Gastro Pub,everyday traditional,Yes,,1,No,
111431200004,Gastro Pub,fine dining,Yes,,1,No,
122447600004,Gastro Pub,bar and kitchen,No,,0,Yes,
104193500004,Gastro Pub,bar and kitchen,No,,0,No,
100013000062,Gastro Pub,bar and kitchen,No,,0,No,
183707100004,Gastro Pub,bar and kitchen,No,,1,Yes,
102590600004,Gastro Pub,bar and kitchen,No,,1,No,
183419700004,Gastro Pub,bar and kitchen,No,,0,Yes,
185847400004,Gastro Pub,bar and kitchen,Yes,,1,No,
100015300673,Gastro Pub,fine dining,Yes,,1,Yes,Wholesale
134864400004,Gastro Pub,bar and kitchen,Yes,,1,No,
104012100004,Gastro Pub,bar and kitchen,No,,1,No,
183726600004,Gastro Pub,bar and kitchen,No,,1,No,
131820700004,Gastro Pub,bar and kitchen,Yes,,1,No,
118811500004,Gastro Pub,bar and kitchen,Yes,,1,No,
110975200004,Gastro Pub,bar and kitchen,No,,1,No,
110976300004,Gastro Pub,bar and kitchen,No,,0,No,
180791800004,Gastro Pub,fine dining,No,,1,Yes,
105722600004,Gastro Pub,bar and kitchen,No,,0,Yes,
141955100004,Gastro Pub,bar and kitchen,No,,0,Yes,
132380000004,Gastro Pub,bar and kitchen,No,,1,Yes,
100357200004,Gastro Pub,everyday traditional,No,,1,No,
130228800004,Gastro Pub,bar and kitchen,No,,1,No,
100015300162,Gastro Pub,fine dining,Yes,,1,Yes,
180461800004,Gastro Pub,fine dining,Yes,,1,No,
104793500004,Gastro Pub,bar and kitchen,No,,1,No,
133051600004,Gastro Pub,everyday traditional,No,,1,No,
107340600004,Gastro Pub,bar and kitchen,No,,1,No,
110738600004,Gastro Pub,bar and kitchen,No,,0,Yes,
105394900004,Gastro Pub,bar and kitchen,No,,1,No,Wholesale
100191500004,Gastro Pub,fine dining,No,,1,No,
100014700163,Gastro Pub,bar and kitchen,Yes,,1,No,
100014700128,Gastro Pub,bar and kitchen,No,,1,No,
100017700036,Gastro Pub,bar and kitchen,No,,1,No,
181402000004,Gastro Pub,fine dining,Yes,,1,No,
181286300015,Gastro Pub,bar and kitchen,Yes,,1,No,
101422400004,Gastro Pub,fine dining,No,,1,No,
180379400004,Gastro Pub,fine dining,Yes,,1,No,
100038700039,Gastro Pub,everyday traditional,Yes,,1,No,
100042600058,Gastro Pub,bar and kitchen,Yes,,1,No,
100038700041,Gastro Pub,everyday traditional,Yes,,1,No,
104953400004,Gastro Pub,bar and kitchen,Yes,,1,No,
100014700164,Gastro Pub,bar and kitchen,No,,1,No,
182750700008,Gastro Pub,bar and kitchen,Yes,,1,No,
100013000278,Gastro Pub,bar and kitchen,Yes,,1,No,
100016800049,Gastro Pub,bar and kitchen,Yes,,1,No,
104173500004,Gastro Pub,bar and kitchen,No,,1,No,
106932800004,Gastro Pub,bar and kitchen,No,,0,No,
182806700004,Gastro Pub,bar and kitchen,No,,1,No,
110590400004,Gastro Pub,bar and kitchen,No,,1,No,
128317200004,Gastro Pub,bar and kitchen,Yes,,1,No,
132405700004,Gastro Pub,bar and kitchen,No,,0,No,
101726600004,Gastro Pub,bar and kitchen,Yes,,1,No,
111833400004,Gastro Pub,bar and kitchen,No,,0,No,
109547900004,Gastro Pub,bar and kitchen,No,,0,Yes,
125238300004,Gastro Pub,bar and kitchen,No,,0,No,
106239300004,Gastro Pub,bar and kitchen,No,,0,No,
100032400553,Gastro Pub,fine dining,Yes,,1,No,
100016800058,Gastro Pub,bar and kitchen,Yes,,1,No,
100016800811,Gastro Pub,bar and kitchen,Yes,,1,No,
136886500004,Gastro Pub,fine dining,No,,1,No,
180164200004,Gastro Pub,bar and kitchen,No,,0,No,
142198300004,Gastro Pub,bar and kitchen,No,,1,Yes,
110929200004,Gastro Pub,bar and kitchen,No,,0,No,
125371700004,Gastro Pub,everyday traditional,No,,0,Yes,
117969100004,Gastro Pub,bar and kitchen,No,,0,No,
100011700893,Gastro Pub,bar and kitchen,No,,1,No,
106055300004,Gastro Pub,everyday traditional,Yes,,1,Yes,
180828000006,Gastro Pub,bar and kitchen,No,,1,No,
139407900004,Gastro Pub,bar and kitchen,No,,1,No,
100011701018,Gastro Pub,bar and kitchen,No,,1,No,
103018200004,Gastro Pub,bar and kitchen,Yes,,1,No,
122859200004,Gastro Pub,bar and kitchen,No,,0,Yes,Wholesale
142588700004,Gastro Pub,bar and kitchen,No,,1,Yes,Wholesale
130397300004,Gastro Pub,bar and kitchen,No,,0,No,
105707000004,Gastro Pub,bar and kitchen,Yes,,1,No,
125346400004,Gastro Pub,bar and kitchen,Yes,,1,Yes,
101657800004,Gastro Pub,bar and kitchen,No,,1,Yes,
130176700004,Gastro Pub,bar and kitchen,Yes,,1,No,
109918800004,Gastro Pub,bar and kitchen,No,,0,No,
101766900004,Gastro Pub,fine dining,No,,0,No,
100042600160,Gastro Pub,bar and kitchen,Yes,,1,No,
107192500004,Gastro Pub,everyday traditional,Yes,,1,No,
100015300547,Gastro Pub,bar and kitchen,Yes,,1,No,Wholesale
184309600004,Gastro Pub,bar and kitchen,Yes,,1,Yes,
126602500004,Gastro Pub,bar and kitchen,Yes,,1,No,
100013000077,Gastro Pub,bar and kitchen,Yes,,1,No,
105407600004,Gastro Pub,bar and kitchen,Yes,,1,No,
182683100043,Gastro Pub,everyday traditional,Yes,,1,No,
100016800044,Gastro Pub,bar and kitchen,Yes,,1,Yes,
108832600004,Gastro Pub,fine dining,Yes,,1,Yes,
115868900004,Gastro Pub,bar and kitchen,No,,1,No,
100013000021,Gastro Pub,bar and kitchen,No,,1,No,
101906400004,Gastro Pub,bar and kitchen,No,,1,No,
109567200004,Gastro Pub,bar and kitchen,No,,0,Yes,
119910500004,Gastro Pub,bar and kitchen,Yes,,1,No,
104999200004,Gastro Pub,bar and kitchen,Yes,,1,No,
100013000026,Gastro Pub,bar and kitchen,Yes,,1,No,
100042600079,Gastro Pub,bar and kitchen,Yes,,1,No,
181400102494,Gastro Pub,everyday traditional,Yes,,1,No,
100016800045,Gastro Pub,bar and kitchen,Yes,,1,Yes,
185089700004,Gastro Pub,bar and kitchen,No,,1,No,
182644000004,Gastro Pub,bar and kitchen,No,,1,No,
183508700004,Gastro Pub,bar and kitchen,No,,1,Yes,Wholesale
181558400004,Gastro Pub,bar and kitchen,No,,1,Yes,
110685700004,Gastro Pub,bar and kitchen,No,,0,No,Wholesale
134753600004,Gastro Pub,everyday traditional,No,,0,No,
132159200004,Gastro Pub,bar and kitchen,No,,1,No,
110421900004,Gastro Pub,bar and kitchen,No,,0,No,
123403500004,Gastro Pub,bar and kitchen,No,,0,No,
184102800004,Gastro Pub,bar and kitchen,Yes,,1,No,
118849700004,Gastro Pub,bar and kitchen,No,,0,No,
100056000010,Gastro Pub,fine dining,No,,1,No,
100056000032,Gastro Pub,fine dining,No,,1,No,
101768200004,Gastro Pub,fine dining,Yes,,1,No,
127856700004,Gastro Pub,bar and kitchen,Yes,,1,No,
100013000050,Gastro Pub,bar and kitchen,Yes,,1,No,
100038700007,Gastro Pub,everyday traditional,Yes,,1,No,
184706800004,Gastro Pub,everyday traditional,Yes,,1,No,
117722700004,Gastro Pub,bar and kitchen,No,,1,No,
100011701147,Gastro Pub,fine dining,No,,1,No,
182847300004,Gastro Pub,bar and kitchen,Yes,,1,Yes,IOP - not eligible
135199300004,Gastro Pub,bar and kitchen,No,,1,No,
100022000044,Gastro Pub,bar and kitchen,No,,1,No,
107278600004,Gastro Pub,bar and kitchen,No,,0,Yes,
101628500004,Gastro Pub,bar and kitchen,No,,1,Yes,
117439100004,Gastro Pub,bar and kitchen,Yes,,1,Yes,
182794700004,Gastro Pub,fine dining,No,,1,Yes,
