Sky Ref Number,Outlet Type,Food Offering,BT Sports Pub,Preferential Sports,Number of TVs,Carling,Molson Coors
183478400021,,,Yes,,1,No,PL Pub - Core
181184300047,hotel,everyday traditional,No,,1,No,PL Pub - Core
183478400009,,,Yes,,1,No,PL Pub - Core
100173600004,,,No,,1,No,PL Pub - Core
104063100004,local pub wet led,everyday traditional,Yes,,1,Yes,PL Pub - Core
186236000004,,,No,,1,No,PL Pub - Core
103614500004,working men's club,everyday traditional,No,,1,Yes,PL Pub - Core
103728000004,,,No,,1,No,PL Pub - Core
104013800004,,,No,,1,Yes,PL Pub - Core
101482600004,,,No,,1,No,PL Pub - Upweighted
130864300004,hotel,bar and kitchen,No,,1,Yes,PL Pub - Core
181184300023,local pub dry led,bar and kitchen,No,,1,Yes,PL Pub - Core
105388700004,local pub wet led,everyday traditional,Yes,,1,Yes,PL Pub - Core
101223600004,,,Yes,,1,Yes,PL Pub - Core
102902200004,,,No,,1,Yes,PL Pub - Core
185959900004,,,No,,1,No,PL Pub - Core
103120800004,,,Yes,,1,No,PL Pub - Core
186035100004,,,No,,1,No,PL Pub - Core
100930600004,,,Yes,,1,Yes,PL Pub - Core
101245300004,,,Yes,,1,Yes,PL Pub - Core
105433200004,,,No,,1,No,PL Pub - Core
182104000004,,,No,,1,No,PL Pub - Core
137473300004,,,No,,1,No,PL Pub - Core
104975000004,,,No,,1,No,PL Pub - Core
100279300004,local pub dry led,everyday traditional,Yes,,1,Yes,PL Pub - Core
182800500038,unknown,,Yes,,1,Yes,PL Pub - Core
182084000004,,,Yes,,1,Yes,PL Pub - Core
104352300004,other sports club,bar and kitchen,No,,1,Yes,PL Pub - Core
183002500004,,,No,,1,Yes,PL Pub - Core
184363600004,,,Yes,,1,Yes,PL Pub - Upweighted
183993700004,,,Yes,,1,Yes,PL Pub - Core
180359800004,,,Yes,,1,Yes,PL Pub - Core
101854400004,restaurant,everyday traditional,No,,1,No,PL Pub - Core
101790700004,,,Yes,,1,Yes,PL Pub - Core
121777600004,other sports club,everyday traditional,No,,1,Yes,PL Pub - Core
100988100004,,,No,,1,Yes,PL Pub - Core
180849500004,,,No,,1,Yes,PL Pub - Core
185452200004,,,Yes,,1,Yes,PL Pub - Core
141061700004,,,No,,1,No,PL Pub - Core
183478400036,,,No,,1,No,PL Pub - Core
183989500004,,,Yes,,1,Yes,PL Pub - Core
183722900004,upmarket bar,everyday traditional,No,,1,Yes,PL Pub - Core
180259600004,,,No,,1,Yes,PL Pub - Core
182625800004,,,Yes,,1,Yes,PL Pub - Core
136510300004,local pub wet led,everyday traditional,No,,1,Yes,PL Pub - Core
180381800004,,,No,,1,Yes,PL Pub - Core
105975200004,,,No,,1,Yes,PL Pub - Core
104185400004,,,No,,1,No,PL Pub - Core
101283900004,golf club,bar and kitchen,No,,1,Yes,PL Pub - Core
185475000004,,,No,,1,Yes,PL Pub - Core
180527400004,hotel,everyday traditional,Yes,,1,Yes,PL Pub - Core
104971300004,,,No,,1,Yes,PL Pub - Core
186587400004,,,No,,1,No,PL Pub - Core
181333800004,,,No,,1,Yes,PL Pub - Core
101580700004,,,No,,1,No,PL Pub - Core
104941000004,,,No,,1,No,PL Pub - Core
105300500004,,,Yes,,1,Yes,PL Pub - Core
100113200004,,,No,,1,No,PL Pub - Core
102432800004,,,No,,1,No,PL Pub - Core
102650500004,,,No,,1,Yes,PL Pub - Core
101819900004,,,Yes,,1,Yes,PL Pub - Core
102484600004,,,No,,1,Yes,PL Pub - Core
183971900004,,,Yes,,1,Yes,PL Pub - Core
100162200004,,,No,,1,Yes,PL Pub - Core
105007600004,rugby club,everyday traditional,No,,1,Yes,PL Pub - Core
184020600004,,,No,,1,No,PL Pub - Core
104868300004,hotel,everyday traditional,No,,1,Yes,PL Pub - Core
102613200004,,,Yes,,1,Yes,PL Pub - Core
131092600004,,,No,,1,No,PL Pub - Core
102338400004,,,No,,1,Yes,PL Pub - Core
100076800004,,,No,,1,No,PL Pub - Core
180233200004,,,No,,1,No,PL Pub - Core
180345900004,,,No,,1,No,PL Pub - Core
136796100004,,,Yes,,1,Yes,PL Pub - Core
104234800004,,,No,,1,Yes,PL Pub - Core
103767900004,,,Yes,,1,Yes,PL Pub - Core
180230300004,,,No,,1,No,PL Pub - Core
100633200004,,,No,,1,Yes,PL Pub - Core
101339800004,,,No,,1,Yes,PL Pub - Core
186560400004,,,No,,1,No,PL Pub - Core
101285000004,,,No,,1,Yes,PL Pub - Core
103639900004,,,No,,1,Yes,PL Pub - Core
183038200004,,,No,,1,Yes,PL Pub - Core
136188400004,,,No,,1,No,PL Pub - Core
181926800004,,,Yes,,1,No,PL Pub - Upweighted
184728400004,unknown,,Yes,,1,No,PL Pub - Core
184069600004,,,No,,1,Yes,PL Pub - Core
181173900021,local pub wet led,everyday traditional,Yes,,1,No,PL Pub - Core
104357400004,,,No,,1,No,PL Pub - Core
182686200004,,,No,,1,Yes,PL Pub - Core
103711800004,restaurant,everyday traditional,No,,1,Yes,PL Pub - Core
103652700004,,,No,,1,Yes,PL Pub - Core
103674500004,,,No,,1,Yes,PL Pub - Core
101123900004,,,No,,1,No,PL Pub - Core
181431600004,,,Yes,,1,Yes,PL Pub - Core
182815700004,,,No,,1,No,PL Pub - Core
185804000004,,,Yes,,1,Yes,PL Pub - Core
184237800004,local pub wet led,everyday traditional,Yes,,1,No,PL Pub - Core
103358200004,,,No,,1,Yes,PL Pub - Core
141803500004,,,No,,1,Yes,PL Pub - Core
105585800004,,,Yes,,1,Yes,PL Pub - Core
183983400004,,,No,,1,No,PL Pub - Core
103068500004,,,No,,1,Yes,PL Pub - Core
103731400004,local pub dry led,everyday traditional,No,,1,No,PL Pub - Core
182800500054,unknown,,Yes,,1,No,PL Pub - Core
105307300004,,,No,,1,Yes,PL Pub - Core
184369800004,,,No,,1,Yes,PL Pub - Core
104806800004,,,No,,1,Yes,PL Pub - Core
101250300004,,,Yes,,1,Yes,PL Pub - Core
180404700004,hotel,bar and kitchen,No,,1,Yes,PL Pub - Upweighted
182223100004,local pub dry led,everyday traditional,No,,1,Yes,PL Pub - Core
184077400004,other sports club,bar and kitchen,No,,1,Yes,PL Pub - Core
183862700004,,,Yes,,1,Yes,PL Pub - Core
109213200004,,,Yes,,1,No,PL Pub - Core
103664100004,,,No,,1,No,PL Pub - Core
182619300004,,,Yes,,1,No,PL Pub - Core
184575000004,unknown,,Yes,,1,No,PL Pub - Core
180923700004,,,No,,1,Yes,PL Pub - Core
100640000004,,,No,,1,No,PL Pub - Core
111889700004,restaurant,everyday traditional,Yes,,1,Yes,PL Pub - Core
185582200004,,,No,,1,Yes,PL Pub - Core
185156200004,,,Yes,,1,Yes,PL Pub - Core
186212300004,,,No,,1,No,PL Pub - Core
185926000004,local pub dry led,everyday traditional,No,,1,No,PL Pub - Core
103636400004,,,No,,1,Yes,PL Pub - Core
128945900004,,,No,,1,No,PL Pub - Upweighted
183131100004,,,Yes,,1,Yes,PL Pub - Core
142415700004,upmarket bar,everyday traditional,Yes,,1,Yes,PL Pub - Core
102194100004,,,Yes,,1,Yes,PL Pub - Core
183824900004,other sports club,bar and kitchen,Yes,,1,Yes,PL Pub - Core
184205900004,,,No,,1,Yes,PL Pub - Core
185498100004,working men's club,bar snacks,No,,1,Yes,PL Pub - Core
103640400004,,,No,,1,No,PL Pub - Core
183961400004,,,Yes,,1,Yes,PL Pub - Core
105607300004,,,Yes,,1,Yes,PL Pub - Core
184699000004,,,No,,1,No,PL Pub - Core
110834600004,,,Yes,,1,Yes,PL Pub - Core
185038000004,,,Yes,,1,Yes,PL Pub - Core
184969800004,,,No,,1,No,PL Pub - Core
100155700004,high street bar,everyday traditional,No,,1,Yes,PL Pub - Core
104328200004,,,No,,1,Yes,PL Pub - Core
102406300004,,,Yes,,1,Yes,PL Pub - Core
183659800004,,,Yes,,1,Yes,PL Pub - Gold
184188200004,,,No,,1,No,PL Pub - Core
100549400004,,,No,,1,Yes,PL Pub - Core
103171600004,,,No,,1,Yes,PL Pub - Core
186357700004,,,No,,1,No,PL Pub - Core
186357500004,,,No,,1,No,PL Pub - Core
102469300004,,,No,,1,No,PL Pub - Core
141332700004,,,No,,1,No,PL Pub - Core
186504700004,,,No,,1,No,PL Pub - Core
103118700004,,,No,,1,Yes,PL Pub - Core
100284900004,,,Yes,,1,Yes,PL Pub - Upweighted
110833400004,,,No,,1,Yes,PL Pub - Core
185928600004,local pub dry led,everyday traditional,Yes,,1,Yes,PL Pub - Core
180763800004,,,No,,1,No,PL Pub - Core
100022500267,,,No,,1,No,PL Pub - Core
102432500004,local pub wet led,everyday traditional,No,,1,Yes,PL Pub - Core
184168500004,,,No,,1,No,PL Pub - Core
104746300004,,,No,,1,Yes,PL Pub - Core
106991100004,,,No,,1,Yes,PL Pub - Core
105359300004,,,No,,1,No,PL Pub - Core
100115600004,hotel,bar and kitchen,No,,1,Yes,PL Pub - Core
103067400004,,,No,,1,No,PL Pub - Core
105917300004,local pub wet led,bar and kitchen,No,,1,Yes,PL Pub - Core
183345900004,,,Yes,,1,Yes,PL Pub - Core
180186900004,hotel,bar and kitchen,No,,1,No,PL Pub - Core
128179900004,upmarket bar,bar and kitchen,No,,1,Yes,PL Pub - Core
100690200004,golf club,everyday traditional,No,,1,Yes,PL Pub - Core
102586500004,,,No,,1,Yes,PL Pub - Core
104984400004,golf club,bar snacks,No,,1,Yes,PL Pub - Core
105387600004,,,No,,1,Yes,PL Pub - Core
184579900004,,,No,,1,No,PL Pub - Core
186012600004,local pub wet led,everyday traditional,Yes,,1,Yes,PL Pub - Core
181313500004,,,Yes,,1,Yes,PL Pub - Core
137427600004,hotel,everyday traditional,No,,1,Yes,PL Pub - Core
142627300004,,,Yes,,1,Yes,PL Pub - Core
100637900004,local pub wet led,everyday traditional,Yes,,1,Yes,PL Pub - Core
184610600004,high street bar,everyday traditional,No,,1,Yes,PL Pub - Core
134806300004,,,Yes,,1,Yes,PL Pub - Core
186179900004,,,No,,1,No,PL Pub - Core
110532800004,hotel,bar and kitchen,No,,1,Yes,PL Pub - Core
184249800004,,,Yes,,1,Yes,PL Pub - Core
100804600004,,,Yes,,1,Yes,PL Pub - Core
100196300004,,,Yes,,1,Yes,PL Pub - Core
100901200004,,,Yes,,1,No,PL Pub - Core
104223200004,local pub dry led,everyday traditional,No,,1,Yes,PL Pub - Core
100056200083,,,No,,1,Yes,PL Pub - Core
185474800004,,,Yes,,1,Yes,PL Pub - Core
104989100004,hotel,everyday traditional,No,,1,Yes,PL Pub - Core
104292600004,,,No,,1,No,PL Pub - Core
184051000004,,,No,,1,Yes,PL Pub - Core
184183200004,,,No,,1,Yes,PL Pub - Core
180855100004,,,No,,1,No,PL Pub - Core
182649600004,,,No,,1,Yes,PL Pub - Core
181184300005,hotel,everyday traditional,Yes,,1,Yes,PL Pub - Core
103406400004,,,No,,1,No,PL Pub - Core
181184300044,local pub wet led,everyday traditional,No,,1,No,PL Pub - Core
104085400004,,,No,,1,Yes,PL Pub - Core
101627800004,,,No,,1,Yes,PL Pub - Core
183865800019,,,No,,1,Yes,PL Pub - Core
102384100004,,,No,,1,Yes,PL Pub - Core
180849800004,unknown,,No,,1,Yes,PL Pub - Core
102486300004,,,No,,1,Yes,PL Pub - Core
182759300004,,,No,,1,Yes,PL Pub - Core
185298900004,,,No,,1,Yes,PL Pub - Core
105393100004,,,Yes,,1,Yes,PL Pub - Core
181184300049,local pub wet led,everyday traditional,No,,1,No,PL Pub - Core
103681300004,,,No,,1,No,PL Pub - Core
103044800004,,,No,,1,Yes,PL Pub - Core
186542900004,,,No,,1,No,PL Pub - Core
105412600004,,,Yes,,1,Yes,PL Pub - Upweighted
184179900004,,,No,,1,No,PL Pub - Core
101837800004,working men's club,everyday traditional,No,,1,Yes,PL Pub - Core
184182600004,,,Yes,,1,Yes,PL Pub - Core
185537800004,,,No,,1,Yes,PL Pub - Core
103082800004,,,No,,1,No,PL Pub - Core
185097200004,,,Yes,,1,Yes,PL Pub - Core
184628400004,,,No,,1,No,PL Pub - Core
186008800004,,,No,,1,Yes,PL Pub - Core
120719100004,,,Yes,,1,No,PL Pub - Core
103617200004,,,No,,1,Yes,PL Pub - Core
102975200004,,,No,,1,Yes,PL Pub - Core
183865800018,,,No,,1,No,PL Pub - Core
182726000004,,,No,,1,No,PL Pub - Core
183865800016,,,No,,1,No,PL Pub - Core
181184300008,local pub wet led,everyday traditional,No,,1,Yes,PL Pub - Core
183865800014,,,Yes,,1,Yes,PL Pub - Core
183865800021,unknown,,Yes,,1,No,PL Pub - Core
183865800006,,,No,,1,Yes,PL Pub - Core
105395600004,,,No,,1,Yes,PL Pub - Core
100106000004,,,No,,1,Yes,PL Pub - Core
183865800011,,,Yes,,1,No,PL Pub - Core
183865800010,,,Yes,,1,No,PL Pub - Core
183865800013,,,No,,1,No,PL Pub - Core
105174900004,,,No,,1,Yes,PL Pub - Core
185061800004,,,Yes,,1,Yes,PL Pub - Core
183865800007,,,No,,1,No,PL Pub - Core
184594900004,,,No,,1,Yes,PL Pub - Core
100025000054,,,No,,1,No,PL Pub - Core
134971800004,hotel,everyday traditional,Yes,,1,Yes,PL Pub - Core
105642000004,,,Yes,,1,Yes,PL Pub - Core
182527400004,,,No,,1,Yes,PL Pub - Core
101201400004,,,No,,1,Yes,PL Pub - Core
103035400004,,,No,,1,Yes,PL Pub - Core
139354500004,,,No,,1,No,PL Pub - Core
124917200004,,,No,,1,No,PL Pub - Core
186217100004,,,No,,1,No,PL Pub - Upweighted
110809300004,,,No,,1,Yes,PL Pub - Core
180770000004,,,Yes,,1,Yes,PL Pub - Core
180781600004,,,Yes,,1,Yes,PL Pub - Core
185856000004,,,Yes,,1,Yes,PL Pub - Core
181930600004,,,Yes,,1,Yes,PL Pub - Core
185777400004,,,No,,1,Yes,PL Pub - Core
182676700004,,,No,,1,No,PL Pub - Core
183213200004,,,No,,1,Yes,PL Pub - Core
182755500004,,,Yes,,1,Yes,PL Pub - Core
185981100004,,,No,,1,Yes,PL Pub - Core
132427300004,local pub dry led,everyday traditional,No,,1,Yes,PL Pub - Core
184073500004,hotel,everyday traditional,No,,1,Yes,PL Pub - Core
106381500004,,,No,,1,Yes,PL Pub - Upweighted
100677300004,,,No,,1,No,PL Pub - Core
181191800004,local pub wet led,everyday traditional,Yes,,1,Yes,PL Pub - Core
180507300004,,,No,,1,Yes,PL Pub - Core
101839400004,,,No,,1,Yes,PL Pub - Core
186405900004,,,No,,1,No,PL Pub - Core
186146100004,,,No,,1,No,PL Pub - Core
180211700004,,,Yes,,1,No,PL Pub - Core
183478400024,,,Yes,,1,Yes,PL Pub - Core
184980300004,,,No,,1,No,PL Pub - Core
102650400004,,,No,,1,Yes,PL Pub - Core
100635000004,,,No,,1,Yes,PL Pub - Core
101260100004,working men's club,everyday traditional,No,,1,Yes,PL Pub - Core
102403300004,,,Yes,,1,Yes,PL Pub - Core
182531200004,,,Yes,,1,Yes,PL Pub - Core
183865800015,high street bar,everyday traditional,Yes,,1,Yes,PL Pub - Core
183961800004,,,No,,1,Yes,PL Pub - Core
105504100004,,,No,,1,Yes,PL Pub - Core
185324200004,,,No,,1,Yes,PL Pub - Core
186405100004,,,No,,1,No,PL Pub - Core
109501200004,,,No,,1,Yes,PL Pub - Upweighted
186001400004,,,No,,1,No,PL Pub - Core
180505700004,,,No,,1,No,PL Pub - Core
183478400039,,,No,,1,No,PL Pub - Core
103654100004,,,Yes,,1,Yes,PL Pub - Core
182148800004,hotel,bar and kitchen,Yes,,1,Yes,PL Pub - Core
102991300004,,,Yes,,1,Yes,PL Pub - Core
184691700004,,,No,,1,No,PL Pub - Core
185401400004,,,No,,1,Yes,PL Pub - Core
183478400026,,,Yes,,1,No,PL Pub - Core
182060500004,,,No,,1,No,PL Pub - Core
114649500004,,,Yes,,1,Yes,PL Pub - Core
182800500060,unknown,,Yes,,1,Yes,PL Pub - Core
182293800004,local pub dry led,bar and kitchen,No,,1,Yes,PL Pub - Core
182986300004,,,Yes,,1,Yes,PL Pub - Core
109654900004,,,No,,1,Yes,PL Pub - Core
103043800004,,,No,,1,Yes,PL Pub - Core
186158900004,,,No,,1,No,PL Pub - Core
182117900004,,,No,,1,Yes,PL Pub - Core
183744400004,,,Yes,,1,Yes,PL Pub - Core
136425000004,,,Yes,,1,Yes,PL Pub - Core
103175800004,,,No,,1,Yes,PL Pub - Core
135893300004,,,No,,1,Yes,PL Pub - Core
102269600004,other venue,everyday traditional,No,,1,Yes,PL Pub - Core
186119100004,,,No,,1,No,PL Pub - Upweighted
101540200004,,,Yes,,1,No,PL Pub - Core
183612700004,,,Yes,,1,No,PL Pub - Core
100280600004,,,Yes,,1,Yes,PL Pub - Core
182800500056,,,No,,1,No,PL Pub - Core
100638700004,,,No,,1,Yes,PL Pub - Upweighted
180817500004,,,No,,1,Yes,PL Pub - Core
184370100004,high street bar,everyday traditional,Yes,,1,Yes,PL Pub - Core
182847300004,,,No,,1,No,PL Pub - Core
185561700004,,,No,,1,No,PL Pub - Core
184171100004,local pub dry led,everyday traditional,No,,1,Yes,PL Pub - Core
185949000004,,,No,,1,No,PL Pub - Gold
186266700004,,,No,,1,No,PL Pub - Core
185819600004,,,No,,1,No,PL Pub - Core
180908300423,,,No,,1,No,PL Pub - Core
182328000004,local pub wet led,everyday traditional,No,,1,Yes,PL Pub - Core
186152900004,,,No,,1,No,PL Pub - Upweighted
139257700004,,,No,,1,No,PL Pub - Core
183860300004,,,Yes,,1,No,PL Pub - Core
185463100004,,,No,,1,Yes,PL Pub - Upweighted
115695600004,,,No,,1,No,PL Pub - Core
183859400004,local pub dry led,everyday traditional,Yes,,1,Yes,PL Pub - Upweighted
183860700004,,,Yes,,1,Yes,PL Pub - Upweighted
185327800004,,,No,,1,No,PL Pub - Core
186365300004,,,No,,1,No,PL Pub - Core
183170100004,,,Yes,,1,Yes,PL Pub - Core
186330900004,,,No,,1,No,PL Pub - Core
186519900004,,,No,,1,No,PL Pub - Core
186454200004,,,No,,1,No,PL Pub - Upweighted
102657600004,,,No,,1,Yes,PL Pub - Core
102917100004,,,No,,1,Yes,PL Pub - Core
186293500004,,,No,,1,No,PL Pub - Core
185771300004,,,No,,1,Yes,PL Pub - Core
182836800004,hotel,everyday traditional,Yes,,1,No,PL Pub - Core
182316700004,,,No,,1,No,PL Pub - Core
182526300004,,,No,,1,Yes,PL Pub - Core
181353700004,,,No,,1,No,PL Pub - Core
102436400004,,,No,,1,Yes,PL Pub - Core
183179400004,,,No,,1,No,PL Pub - Upweighted
100775400004,,,No,,1,Yes,PL Pub - Core
100013000351,,,No,,1,No,PL Pub - Gold
182800500040,,,No,,1,No,PL Pub - Core
185309400004,,,No,,1,Yes,PL Pub - Core
184839700004,local pub wet led,bar snacks,No,,1,Yes,PL Pub - Core
116564900004,,,No,,1,Yes,PL Pub - Core
185360800004,,,Yes,,1,Yes,PL Pub - Core
100215000004,,,No,,1,Yes,PL Pub - Core
105701300004,,,No,,1,Yes,PL Pub - Core
183142200004,,,No,,1,Yes,PL Pub - Core
100011700105,,,Yes,,1,No,PL Pub - Gold
139264300004,,,No,,1,Yes,PL Pub - Core
136597800004,,,No,,1,Yes,PL Pub - Core
101727400004,,,No,,1,Yes,PL Pub - Core
137098300004,,,No,,1,Yes,PL Pub - Core
103258500004,,,No,,1,Yes,PL Pub - Core
140041100004,,,No,,1,Yes,PL Pub - Core
102174200004,,,No,,1,Yes,PL Pub - Core
186032600004,,,No,,1,No,PL Pub - Core
185871900004,,,No,,1,No,PL Pub - Core
184066800004,,,Yes,,1,Yes,PL Pub - Core
132336500004,,,No,,1,No,PL Pub - Core
103501000004,,,No,,1,No,PL Pub - Core
101071700004,golf club,fine dining,No,,1,Yes,PL Pub - Core
109374000004,golf club,bar and kitchen,No,,1,Yes,PL Pub - Core
104668200004,golf club,bar and kitchen,No,,1,Yes,PL Pub - Core
102996000004,,,No,,1,No,PL Pub - Core
186257700004,,,No,,1,No,PL Pub - Core
101189800004,,,No,,1,Yes,PL Pub - Core
186027500004,,,No,,1,No,PL Pub - Core
182252700004,,,No,,1,Yes,PL Pub - Core
102358900004,,,Yes,,1,Yes,PL Pub - Core
180740300004,,,No,,1,Yes,PL Pub - Core
101650900004,,,No,,1,Yes,PL Pub - Core
183890600004,hotel,everyday traditional,No,,1,Yes,PL Pub - Core
102475300004,,,No,,1,Yes,PL Pub - Core
100607400004,,,No,,1,Yes,PL Pub - Core
136156200004,,,No,,1,No,PL Pub - Core
101273800004,,,No,,1,Yes,PL Pub - Core
184712500004,hotel,everyday traditional,No,,1,No,PL Pub - Core
103374200004,,,No,,1,No,PL Pub - Core
183846100004,hotel,everyday traditional,Yes,,1,Yes,PL Pub - Core
102515300004,,,No,,1,Yes,PL Pub - Core
103118200004,,,No,,1,No,PL Pub - Core
180949000004,hotel,bar and kitchen,Yes,,1,Yes,PL Pub - Core
183865800008,,,Yes,,1,No,PL Pub - Core
183865800012,,,No,,1,No,PL Pub - Core
186319800004,,,No,,1,No,PL Pub - Core
182611900004,,,Yes,,1,Yes,PL Pub - Core
183478400013,,,No,,1,Yes,PL Pub - Core
104848200004,,,No,,1,Yes,PL Pub - Core
181184300058,,,No,,1,No,PL Pub - Core
101328100004,,,No,,1,Yes,PL Pub - Core
100470300004,local pub wet led,everyday traditional,No,,1,Yes,PL Pub - Core
105643900004,cricket club,everyday traditional,No,,1,Yes,PL Pub - Core
105705200004,,,No,,1,No,PL Pub - Core
182573300004,,,Yes,,1,Yes,PL Pub - Core
183478400022,local pub wet led,everyday traditional,Yes,,1,Yes,PL Pub - Core
181184300043,local pub wet led,everyday traditional,Yes,,1,Yes,PL Pub - Core
182135100004,,,No,,1,Yes,PL Pub - Core
186008600004,,,No,,1,No,PL Pub - Core
105434900004,,,No,,1,No,PL Pub - Core
180748200004,,,No,,1,Yes,PL Pub - Core
180152000004,,,No,,1,No,PL Pub - Core
112271900004,,,No,,1,No,PL Pub - Core
101886500004,golf club,everyday traditional,No,,1,Yes,PL Pub - Core
105032000004,,,Yes,,1,Yes,PL Pub - Core
101262100004,,,No,,1,Yes,PL Pub - Core
104923000004,,,Yes,,1,Yes,PL Pub - Gold
185175700004,,,No,,1,No,PL Pub - Core
181322800004,local pub wet led,everyday traditional,No,,1,Yes,PL Pub - Core
101969200004,,,No,,1,Yes,PL Pub - Core
136875400004,,,Yes,,1,Yes,PL Pub - Core
