"SkyRefNumber","Marketing Tag"
"181400101837","Punch - 88 Hot Leads"
"181400101850","Punch - 88 Hot Leads"
"181400103326","Punch - 88 Hot Leads"
"132478200004","Punch - 88 Hot Leads"
"181400101588","Punch - 88 Hot Leads"
"136276200004","Punch - 88 Hot Leads"
"106785900004","Punch - 88 Hot Leads"
"110888800004","Punch - 88 Hot Leads"
"182236500004","Punch - 88 Hot Leads"
"181400103362","Punch - 88 Hot Leads"
"105694500004","Punch - 88 Hot Leads"
"181400101775","Punch - 88 Hot Leads"
"181400101784","Punch - 88 Hot Leads"
"138513200004","Punch - 88 Hot Leads"
"117009200004","Punch - 88 Hot Leads"
"120673500004","Punch - 88 Hot Leads"
"119015300004","Punch - 88 Hot Leads"
"135160400004","Punch - 88 Hot Leads"
"135310700004","Punch - 88 Hot Leads"
"181400100167","Punch - 88 Hot Leads"
"181400101918","Punch - 88 Hot Leads"
"139901500004","Punch - 88 Hot Leads"
"139330100004","Punch - 88 Hot Leads"
"181400102152","Punch - 88 Hot Leads"
"103752200004","Punch - 88 Hot Leads"
"181400102382","Punch - 88 Hot Leads"
"141533100004","Punch - 88 Hot Leads"
"181400103451","Punch - 88 Hot Leads"
"140189500004","Punch - 88 Hot Leads"
"181400100263","Punch - 88 Hot Leads"
"104105400004","Punch - 88 Hot Leads"
"182235800004","Punch - 88 Hot Leads"
"102754300004","Punch - 88 Hot Leads"
"137602300004","Punch - 88 Hot Leads"
"181400101992","Punch - 88 Hot Leads"
"110297900004","Punch - 88 Hot Leads"
"180881700004","Punch - 88 Hot Leads"
"102112000004","Punch - 88 Hot Leads"
"182392600004","Punch - 88 Hot Leads"
"104082500004","Punch - 88 Hot Leads"
"105095700004","Punch - 88 Hot Leads"
"182328300004","Punch - 88 Hot Leads"
"121344900004","Punch - 3 Existing Molson Brands"
"132243100004","Punch - 3 Existing Molson Brands"
"101443900004","Punch - 3 Existing Molson Brands"
"114017600004","Punch - 3 Existing Molson Brands"
"136955500004","Punch - 3 Existing Molson Brands"
"100022500208","Punch - 3 Existing Molson Brands"
"121902000004","Punch - 3 Existing Molson Brands"
"126952800004","Punch - 3 Existing Molson Brands"
"142015400004","Punch - 3 Existing Molson Brands"
"132175700004","Punch - 3 Existing Molson Brands"
"102768600004","Punch - 3 Existing Molson Brands"
"120511300004","Punch - 3 Existing Molson Brands"
"102749300004","Punch - 3 Existing Molson Brands"
"123460600004","Punch - 3 Existing Molson Brands"
"118764100004","Punch - 3 Existing Molson Brands"
"137918500004","Punch - 3 Existing Molson Brands"
"135931800004","Punch - 3 Existing Molson Brands"
"126828600004","Punch - 3 Existing Molson Brands"
"107268800004","Punch - 3 Existing Molson Brands"
"135507000004","Punch - 3 Existing Molson Brands"
"100014800042","Punch - 3 Existing Molson Brands"
"129712600004","Punch - 3 Existing Molson Brands"
"117528200004","Punch - 3 Existing Molson Brands"
"100419500004","Punch - 3 Existing Molson Brands"
"138363700004","Punch - 3 Existing Molson Brands"
"135226200004","Punch - 3 Existing Molson Brands"
"101974200004","Punch - 3 Existing Molson Brands"
"132464800004","Punch - 3 Existing Molson Brands"
"110523900004","Punch - 3 Existing Molson Brands"
"105133800004","Punch - 3 Existing Molson Brands"
"180401400004","Punch - 3 Existing Molson Brands"
"125845700004","Punch - 3 Existing Molson Brands"
"134827600004","Punch - 3 Existing Molson Brands"
"137484500004","Punch - 3 Existing Molson Brands"
"102075000004","Punch - 3 Existing Molson Brands"
"104245400004","Punch - 3 Existing Molson Brands"
"120280100004","Punch - 3 Existing Molson Brands"
"180268400004","Punch - 3 Existing Molson Brands"
"100576400004","Punch - 3 Existing Molson Brands"
"117506100004","Punch - 3 Existing Molson Brands"
"100326500004","Punch - 3 Existing Molson Brands"
"100935500004","Punch - 3 Existing Molson Brands"
"105690600004","Punch - 3 Existing Molson Brands"
"133372700004","Punch - 3 Existing Molson Brands"
"103361200004","Punch - 3 Existing Molson Brands"
"102629400004","Punch - 3 Existing Molson Brands"
"134873600004","Punch - 3 Existing Molson Brands"
"132073200004","Punch - 3 Existing Molson Brands"
"127892000004","Punch - 3 Existing Molson Brands"
"134875100004","Punch - 3 Existing Molson Brands"
"120568200004","Punch - 3 Existing Molson Brands"
"110316300004","Punch - 3 Existing Molson Brands"
"133230400004","Punch - 3 Existing Molson Brands"
"102763200004","Punch - 3 Existing Molson Brands"
"129853100004","Punch - 3 Existing Molson Brands"
"115153300004","Punch - 3 Existing Molson Brands"
"140013100004","Punch - 3 Existing Molson Brands"
"127548500004","Punch - 3 Existing Molson Brands"
"100106300004","Punch - 3 Existing Molson Brands"
"102563000004","Punch - 3 Existing Molson Brands"
"137199300004","Punch - 3 Existing Molson Brands"
"100032400319","Punch - 3 Existing Molson Brands"
"115788200004","Punch - 3 Existing Molson Brands"
"123718900004","Punch - 3 Existing Molson Brands"
"122422300004","Punch - 3 Existing Molson Brands"
"112020600004","Punch - 3 Existing Molson Brands"
"124934200004","Punch - 3 Existing Molson Brands"
"100022500154","Punch - 3 Existing Molson Brands"
"103401300004","Punch - 3 Existing Molson Brands"
"132471400004","Punch - 3 Existing Molson Brands"
"106833100004","Punch - 3 Existing Molson Brands"
"134937500004","Punch - 3 Existing Molson Brands"
"136920300004","Punch - 3 Existing Molson Brands"
"139080600004","Punch - 3 Existing Molson Brands"
"121350700004","Punch - 3 Existing Molson Brands"
"100022500065","Punch - 3 Existing Molson Brands"
"102289900004","Punch - 3 Existing Molson Brands"
"111400100004","Punch - 3 Existing Molson Brands"
"123679300004","Punch - 3 Existing Molson Brands"
"126330500004","Punch - 3 Existing Molson Brands"
"142451600004","Punch - 3 Existing Molson Brands"
"129514500004","Punch - 3 Existing Molson Brands"
"101592800004","Punch - 3 Existing Molson Brands"
"101444400004","Punch - 3 Existing Molson Brands"
"142274500004","Punch - 3 Existing Molson Brands"
"100476500004","Punch - 3 Existing Molson Brands"
"105441400004","Punch - 3 Existing Molson Brands"
"142696900004","Punch - 3 Existing Molson Brands"
"115288100004","Punch - 3 Existing Molson Brands"
"104678300004","Punch - 3 Existing Molson Brands"
"141484400004","Punch - 3 Existing Molson Brands"
"135223600004","Punch - 3 Existing Molson Brands"
"103163400004","Punch - 3 Existing Molson Brands"
"140205300004","Punch - 3 Existing Molson Brands"
"141571700004","Punch - 3 Existing Molson Brands"
"103499700004","Punch - 3 Existing Molson Brands"
"103199200004","Punch - 3 Existing Molson Brands"
"124696400004","Punch - 3 Existing Molson Brands"
"135928500004","Punch - 3 Existing Molson Brands"
"124098800004","Punch - 3 Existing Molson Brands"
"100022500104","Punch - 3 Existing Molson Brands"
"117607400004","Punch - 3 Existing Molson Brands"
"119319300004","Punch - 3 Existing Molson Brands"
"116043800004","Punch - 3 Existing Molson Brands"
"132887000004","Punch - 3 Existing Molson Brands"
"140965900004","Punch - 3 Existing Molson Brands"
"100426200004","Punch - 3 Existing Molson Brands"
"112452900004","Punch - 3 Existing Molson Brands"
"128213000004","Punch - 3 Existing Molson Brands"
"134909800004","Punch - 3 Existing Molson Brands"
"119805500004","Punch - 3 Existing Molson Brands"
"100769300004","Punch - 3 Existing Molson Brands"
"101563600004","Punch - 3 Existing Molson Brands"
"128840800004","Punch - 3 Existing Molson Brands"
"104575100004","Punch - 3 Existing Molson Brands"
"142137300004","Punch - 3 Existing Molson Brands"
"112095000004","Punch - 3 Existing Molson Brands"
"104720900004","Punch - 3 Existing Molson Brands"
"112097100004","Punch - 3 Existing Molson Brands"
"121690600004","Punch - 3 Existing Molson Brands"
"134243000004","Punch - 3 Existing Molson Brands"
"105844900004","Punch - Prospects"
"105316000004","Punch - Prospects"
"100837500004","Punch - Prospects"
"107045700004","Punch - Prospects"
"109939500004","Punch - Prospects"
"112298200004","Punch - Prospects"
"121042000004","Punch - Prospects"
"104469700004","Punch - Prospects"
"133059500004","Punch - Prospects"
"134366600004","Punch - Prospects"
"132498600004","Punch - Prospects"
"139702800004","Punch - Prospects"
"137224300004","Punch - Prospects"
"136344900004","Punch - Prospects"
"106969500004","Punch - Prospects"
"102895500004","Punch - Prospects"
"101138000004","Punch - Prospects"
"112697200004","Punch - Prospects"
"137415100004","Punch - Prospects"
"118447000004","Punch - Prospects"
"104521600004","Punch - Prospects"
"141679300004","Punch - Prospects"
"103294300004","Punch - Prospects"
"105737500004","Punch - Prospects"
"135441500004","Punch - Prospects"
"137238900004","Punch - Prospects"
"130985800004","Punch - Prospects"
"102735100004","Punch - Prospects"
"105162600004","Punch - Prospects"
"104017500004","Punch - Prospects"
"103608900004","Punch - Prospects"
"100044500030","Punch - Prospects"
"136337800004","Punch - Prospects"
"100017800008","Punch - Prospects"
"120413300004","Punch - Prospects"
"100886400004","Punch - Prospects"
"106364000004","Punch - Prospects"
"127926200004","Punch - Prospects"
"132781300004","Punch - Prospects"
"141292000004","Punch - Prospects"
"138371200004","Punch - Prospects"
"121590800004","Punch - Prospects"
"121899400004","Punch - Prospects"
"100032400207","Punch - Prospects"
"127227900004","Punch - Prospects"
"104577300004","Punch - Prospects"
"105092700004","Punch - Prospects"
"142124800004","Punch - Prospects"
"107597000004","Punch - Prospects"
"102097100004","Punch - Prospects"
"103311600004","Punch - Prospects"
"115960900004","Punch - Prospects"
"107310600004","Punch - Prospects"
"130863800004","Punch - Prospects"
"140415200004","Punch - Prospects"
"103772100004","Punch - Prospects"
"102034300004","Punch - Prospects"
"103196100004","Punch - Prospects"
"120808500004","Punch - Prospects"
"105835900004","Punch - Prospects"
"125158400004","Punch - Prospects"
"102314900004","Punch - Prospects"
"136722000004","Punch - Prospects"
"103896000004","Punch - Prospects"
"106890200004","Punch - Prospects"
"126451000004","Punch - Prospects"
"132966600004","Punch - Prospects"
"142708000004","Punch - Prospects"
"139156600004","Punch - Prospects"
"129075200004","Punch - Prospects"
"134357800004","Punch - Prospects"
"139647900004","Punch - Prospects"
"119211600004","Punch - Prospects"
"136768300004","Punch - Prospects"
"121762300004","Punch - Prospects"
"135867400004","Punch - Prospects"
"103709400004","Punch - Prospects"
"135069300004","Punch - Prospects"
"133238900004","Punch - Prospects"
"100452000004","Punch - Prospects"
"132244700004","Punch - Prospects"
"110109800004","Punch - Prospects"
"136137700004","Punch - Prospects"
"128509800004","Punch - Prospects"
"139711900004","Punch - Prospects"
"124916000004","Punch - Prospects"
"118142500004","Punch - Prospects"
"103226300004","Punch - Prospects"
"102548700004","Punch - Prospects"
"119271900004","Punch - Prospects"
"131405800004","Punch - Prospects"
"100013300009","Punch - Prospects"
"139736900004","Punch - Prospects"
"138750500004","Punch - Prospects"
"104312800004","Punch - Prospects"
"136242400004","Punch - Prospects"
"120554700004","Punch - Prospects"
"100673400004","Punch - Prospects"
"117706200004","Punch - Prospects"
"111709800004","Punch - Prospects"
"115697500004","Punch - Prospects"
"102844400004","Punch - Prospects"
"116223700004","Punch - Prospects"
"100022500041","Punch - Prospects"
"137141400004","Punch - Prospects"
"139956800004","Punch - Prospects"
"134831100004","Punch - Prospects"
"134946900004","Punch - Prospects"
"121221800004","Punch - Prospects"
"109095900004","Punch - Prospects"
"100407300004","Punch - Prospects"
"136956300004","Punch - Prospects"
"109603000004","Punch - Prospects"
"102908400004","Punch - Prospects"
"100676400004","Punch - Prospects"
"116651800004","Punch - Prospects"
"108461200004","Punch - Prospects"
"132400100004","Punch - Prospects"
"139208400004","Punch - Prospects"
"129559600004","Punch - Prospects"
"103895800004","Punch - Prospects"
"118237700004","Punch - Prospects"
"124997000004","Punch - Prospects"
"120173700004","Punch - Prospects"
"142684300004","Punch - Prospects"
"101429500004","Punch - Prospects"
"120186000004","Punch - Prospects"
"100589200004","Punch - Prospects"
"101017300004","Punch - Prospects"
"105119600004","Punch - Prospects"
"142615200004","Punch - Prospects"
"103272000004","Punch - Prospects"
"105128200004","Punch - Prospects"
"130861700004","Punch - Prospects"
"136972600004","Punch - Prospects"
"104301400004","Punch - Prospects"
"102820700004","Punch - Prospects"
"141983600004","Punch - Prospects"
"103455700004","Punch - Prospects"
"137398400004","Punch - Prospects"
"108968000004","Punch - Prospects"
"104650700004","Punch - Prospects"
"111966000004","Punch - Prospects"
"101556800004","Punch - Prospects"
"100989500004","Punch - Prospects"
"142688100004","Punch - Prospects"
"102753000004","Punch - Prospects"
"124083900004","Punch - Prospects"
"101053600004","Punch - Prospects"
"106301000004","Punch - Prospects"
"134350800004","Punch - Prospects"
"126809500004","Punch - Prospects"
"180896600004","Punch - Prospects"
"131319000004","Punch - Prospects"
"102776200004","Punch - Prospects"
"141641200004","Punch - Prospects"
"133099800004","Punch - Prospects"
"137659800004","Punch - Prospects"
"110551200004","Punch - Prospects"
"136318300004","Punch - Prospects"
"141465200004","Punch - Prospects"
"104358200004","Punch - Prospects"
"101215400004","Punch - Prospects"
"105273600004","Punch - Prospects"
"101737200004","Punch - Prospects"
"137414000004","Punch - Prospects"
"102837200004","Punch - Prospects"
"112242600004","Punch - Prospects"
"140530200004","Punch - Prospects"
"112608000004","Punch - Prospects"
"103556400004","Punch - Prospects"
"124943600004","Punch - Prospects"
"112378700004","Punch - Prospects"
"135952600004","Punch - Prospects"
"103586000004","Punch - Prospects"
"123394700004","Punch - Prospects"
"141582700004","Punch - Prospects"
"142415200004","Punch - Prospects"
"118948000004","Punch - Prospects"
"103359300004","Punch - Prospects"
"136851300004","Punch - Prospects"
"142015600004","Punch - Prospects"
"131073200004","Punch - Prospects"
"100038600060","Punch - Prospects"
"119518500004","Punch - Prospects"
"106260900004","Punch - Prospects"
"103804600004","Punch - Prospects"
"142016300004","Punch - Prospects"
"102532000004","Punch - Prospects"
"112585500004","Punch - Prospects"
"112506000004","Punch - Prospects"
"136847800004","Punch - Prospects"
"100026000017","Punch - Prospects"
"130976800004","Punch - Prospects"
"101564900004","Punch - Prospects"
"105482400004","Punch - Prospects"
"120437800004","Punch - Prospects"
"132528800004","Punch - Prospects"
"101692100004","Punch - Prospects"
"141889000004","Punch - Prospects"
"117356800004","Punch - Prospects"
"130592200004","Punch - Prospects"
"104365400004","Punch - Prospects"
"120135600004","Punch - Prospects"
"133473800004","Punch - Prospects"
"133500200004","Punch - Prospects"
"132240700004","Punch - Prospects"
"132402800004","Punch - Prospects"
"115780700004","Punch - Prospects"
"103890000004","Punch - Prospects"
"103774000004","Punch - Prospects"
"142147600004","Punch - Prospects"
"102988800004","Punch - Prospects"
"136951300004","Punch - Prospects"
"136752900004","Punch - Prospects"
"142220500004","Punch - Prospects"
"134820400004","Punch - Prospects"
"141121800004","Punch - Prospects"
"137491100004","Punch - Prospects"
"102002400004","Punch - Prospects"
"136553700004","Punch - Prospects"
"119761400004","Punch - Prospects"
"117616500004","Punch - Prospects"
"139694800004","Punch - Prospects"
"105930000004","Punch - Prospects"
"139440400004","Punch - Prospects"
"141930600004","Punch - Prospects"
"136077600004","Punch - Prospects"
"100449400004","Punch - Prospects"
"138560300004","Punch - Prospects"
"131738000004","Punch - Prospects"
"136776100004","Punch - Prospects"
"100964600004","Punch - Prospects"
"121659400004","Punch - Prospects"
"102744300004","Punch - Prospects"
"132494200004","Punch - Prospects"
"108467200004","Punch - Prospects"
"136042500004","Punch - Prospects"
"140411300004","Punch - Prospects"
"123569200004","Punch - Prospects"
"139899700004","Punch - Prospects"
"111331600004","Punch - Prospects"
"134234700004","Punch - Prospects"
"125559000004","Punch - Prospects"
"142316600004","Punch - Prospects"
"121436600004","Punch - Prospects"
"125949500004","Punch - Prospects"
"142656600004","Punch - Prospects"
"136974400004","Punch - Prospects"
"102267700004","Punch - Prospects"
"119392200004","Punch - Prospects"
"139074900004","Punch - Prospects"
"103599300004","Punch - Prospects"
"134506000004","Punch - Prospects"
"116045500004","Punch - Prospects"
"126795700004","Punch - Prospects"
"101969800004","Punch - Prospects"
"103386500004","Punch - Prospects"
"137229500004","Punch - Prospects"
"136547600004","Punch - Prospects"
"136650600004","Punch - Prospects"
"102067000004","Punch - Prospects"
"102307400004","Punch - Prospects"
"100780400004","Punch - Prospects"
"109942600004","Punch - Prospects"
"135653900004","Punch - Prospects"
"129121300004","Punch - Prospects"
"108354900004","Punch - Prospects"
"139739500004","Punch - Prospects"
"105228800004","Punch - Prospects"
"104764300004","Punch - Prospects"
"101493100004","Punch - Prospects"
"125383300004","Punch - Prospects"
"110788300004","Punch - Prospects"
"180579900004","Punch - Prospects"
"116839600004","Punch - Prospects"
"103411800004","Punch - Prospects"
"131637500004","Punch - Prospects"
"115185800004","Punch - Prospects"
"135211500004","Punch - Prospects"
"131308400004","Punch - Prospects"
"102248900004","Punch - Prospects"
"101550500004","Punch - Prospects"
"135544800004","Punch - Prospects"
"105739600004","Punch - Prospects"
"104522700004","Punch - Prospects"
"107291900004","Punch - Prospects"
"101591500004","Punch - Prospects"
"111043200004","Punch - Prospects"
"104965800004","Punch - Prospects"
"141836900004","Punch - Prospects"
"142548900004","Punch - Prospects"
"138738800004","Punch - Prospects"
"134663400004","Punch - Prospects"
"119631800004","Punch - Prospects"
"135090900004","Punch - Prospects"
"110999900004","Punch - Prospects"
"137391600004","Punch - Prospects"
"141133800004","Punch - Prospects"
"103998400004","Punch - Prospects"
"108193900004","Punch - Prospects"
"115520700004","Punch - Prospects"
"103671300004","Punch - Prospects"
"123170600004","Punch - Prospects"
"100919000004","Punch - Prospects"
"137655900004","Punch - Prospects"
"102249800004","Punch - Prospects"
"135582800004","Punch - Prospects"
"142415800004","Punch - Prospects"
"136130500004","Punch - Prospects"
"102764000004","Punch - Prospects"
"111065400004","Punch - Prospects"
"102555100004","Punch - Prospects"
"136127400004","Punch - Prospects"
"102907500004","Punch - Prospects"
"104753800004","Punch - Prospects"
"142210600004","Punch - Prospects"
"135725100004","Punch - Prospects"
"101200600004","Punch - Prospects"
"104065400004","Punch - Prospects"
"121358200004","Punch - Prospects"
"142195700004","Punch - Prospects"
"100032400556","Punch - Prospects"
"132534100004","Punch - Prospects"
"139699600004","Punch - Prospects"
"114016400004","Punch - Prospects"
"104141500004","Punch - Prospects"
"102918000004","Punch - Prospects"
"100415500004","Punch - Prospects"
"102071400004","Punch - Prospects"
"134264100004","Punch - Prospects"
"139359700004","Punch - Prospects"
"134264600004","Punch - Prospects"
"100968800004","Punch - Prospects"
"137328700004","Punch - Prospects"
"135685100004","Punch - Prospects"
"102964400004","Punch - Prospects"
"106059800004","Punch - Prospects"
"131507500004","Punch - Prospects"
"121295900004","Punch - Prospects"
"102791500004","Punch - Prospects"
"104444300004","Punch - Prospects"
"122228600004","Punch - Prospects"
"100334300004","Punch - Prospects"
"102989300004","Punch - Prospects"
"100798300004","Punch - Prospects"
"123123300004","Punch - Prospects"
"104646200004","Punch - Prospects"
"110634900004","Punch - Prospects"
"118959600004","Punch - Prospects"
"135433500004","Punch - Prospects"
"132235700004","Punch - Prospects"
"105142600004","Punch - Prospects"
"123904900004","Punch - Prospects"
"122602800004","Punch - Prospects"
"132485800004","Punch - Prospects"
"134838400004","Punch - Prospects"
"126394400004","Punch - Prospects"
"126177000004","Punch - Prospects"
"102866000004","Punch - Prospects"
"106227200004","Punch - Prospects"
"130687200004","Punch - Prospects"
"102007600004","Punch - Prospects"
"121536000004","Punch - Prospects"
"106388800004","Punch - Prospects"
"141821200004","Punch - Prospects"
"135274200004","Punch - Prospects"
"135580700004","Punch - Prospects"
"110656800004","Punch - Prospects"
"123497000004","Punch - Prospects"
"101662300004","Punch - Prospects"
"126599100004","Punch - Prospects"
"100670700004","Punch - Prospects"
"116461300004","Punch - Prospects"
"135044100004","Punch - Prospects"
"131301300004","Punch - Prospects"
"109535700004","Punch - Prospects"
"116461700004","Punch - Prospects"
"117280900004","Punch - Prospects"
"128210700004","Punch - Prospects"
"108311700004","Punch - Prospects"
"141500500004","Punch - Prospects"
"105191000004","Punch - Prospects"
"101439700004","Punch - Prospects"
"106731500004","Punch - Prospects"
"101672300004","Punch - Prospects"
"130682600004","Punch - Prospects"
"110629100004","Punch - Prospects"
"111517300004","Punch - Prospects"
"142076000004","Punch - Prospects"
"137035900004","Punch - Prospects"
"137503600004","Punch - Prospects"
"134687500004","Punch - Prospects"
"112543900004","Punch - Prospects"
"101322700004","Punch - Prospects"
"141431700004","Punch - Prospects"
"117606700004","Punch - Prospects"
"135465400004","Punch - Prospects"
"104620800004","Punch - Prospects"
"136601800004","Punch - Prospects"
"104608200004","Punch - Prospects"
"135664400004","Punch - Prospects"
"120837200004","Punch - Prospects"
"105866000004","Punch - Prospects"
"119745700004","Punch - Prospects"
"107389400004","Punch - Prospects"
"142467800004","Punch - Prospects"
"135228500004","Punch - Prospects"
"108208600004","Punch - Prospects"
"106454200004","Punch - Prospects"
"129288700004","Punch - Prospects"
"100062500005","Punch - Prospects"
"135682200004","Punch - Prospects"
"139786500004","Punch - Prospects"
"135733300004","Punch - Prospects"
"135790300004","Punch - Prospects"
"105872600004","Punch - Prospects"
"110584800004","Punch - Prospects"
"115907100004","Punch - Prospects"
"134746200004","Punch - Prospects"
"134598400004","Punch - Prospects"
"104412000004","Punch - Prospects"
"100022500146","Punch - Prospects"
"101498700004","Punch - Prospects"
"105701200004","Punch - Prospects"
"105585700004","Punch - Prospects"
"102787300004","Punch - Prospects"
"100590300004","Punch - Prospects"
"105197900004","Punch - Prospects"
"109665100004","Punch - Prospects"
"105685800004","Punch - Prospects"
"109890700004","Punch - Prospects"
"103629000004","Punch - Prospects"
"133172700004","Punch - Prospects"
"124834600004","Punch - Prospects"
"101138100004","Punch - Prospects"
"135083900004","Punch - Prospects"
"117047400004","Punch - Prospects"
"138553200004","Punch - Prospects"
"135163300004","Punch - Prospects"
"125023200004","Punch - Prospects"
"137919000004","Punch - Prospects"
"101455400004","Punch - Prospects"
"105397700004","Punch - Prospects"
"124024200004","Punch - Prospects"
"122506000004","Punch - Prospects"
"142314400004","Punch - Prospects"
"135205300004","Punch - Prospects"
"100022500080","Punch - Prospects"
"142315600004","Punch - Prospects"
"135508500004","Punch - Prospects"
"128057500004","Punch - Prospects"
"115108600004","Punch - Prospects"
"141646200004","Punch - Prospects"
"137919300004","Punch - Prospects"
"107269200004","Punch - Prospects"
"138465100004","Punch - Prospects"
"101071100004","Punch - Prospects"
"100249200004","Punch - Prospects"
"141943700004","Punch - Prospects"
"130855400004","Punch - Prospects"
"103299200004","Punch - Prospects"
"142240800004","Punch - Prospects"
"136772900004","Punch - Prospects"
"181271400004","Punch - Prospects"
"107637900004","Punch - Prospects"
"134658100004","Punch - Prospects"
"137731100004","Punch - Prospects"
"105828800004","Punch - Prospects"
"100956800004","Punch - Prospects"
"135675700004","Punch - Prospects"
"107918300004","Punch - Prospects"
"122147300004","Punch - Prospects"
"107918700004","Punch - Prospects"
"105900500004","Punch - Prospects"
"130856100004","Punch - Prospects"
"110581200004","Punch - Prospects"
"112593600004","Punch - Prospects"
"133497500004","Punch - Prospects"
"116007200004","Punch - Prospects"
"114988600004","Punch - Prospects"
"114041600004","Punch - Prospects"
"125357400004","Punch - Prospects"
"134473600004","Punch - Prospects"
"141797400004","Punch - Prospects"
"105781400004","Punch - Prospects"
"135227500004","Punch - Prospects"
"127346100004","Punch - Prospects"
"135228000004","Punch - Prospects"
"123491300004","Punch - Prospects"
"102129100004","Punch - Prospects"
"135271900004","Punch - Prospects"
"103642000004","Punch - Prospects"
"103801900004","Punch - Prospects"
"135793400004","Punch - Prospects"
"134807000004","Punch - Prospects"
"136976800004","Punch - Prospects"
"110631900004","Punch - Prospects"
"123440800004","Punch - Prospects"
"102161600004","Punch - Prospects"
"106093000004","Punch - Prospects"
"100022500159","Punch - Prospects"
"100013300022","Punch - Prospects"
"137957500004","Punch - Prospects"
"119211200004","Punch - Prospects"
"113242000004","Punch - Prospects"
"135095200004","Punch - Prospects"
"100022500066","Punch - Prospects"
"101440800004","Punch - Prospects"
"102070000004","Punch - Prospects"
"104270400004","Punch - Prospects"
"136452700004","Punch - Prospects"
"135095100004","Punch - Prospects"
"136398200004","Punch - Prospects"
"135576700004","Punch - Prospects"
"136227600004","Punch - Prospects"
"122517900004","Punch - Prospects"
"140543100004","Punch - Prospects"
"105144900004","Punch - Prospects"
"115794400004","Punch - Prospects"
"137136500004","Punch - Prospects"
"112352700004","Punch - Prospects"
"107471000004","Punch - Prospects"
"128432800004","Punch - Prospects"
"115927900004","Punch - Prospects"
"125249500004","Punch - Prospects"
"114199700004","Punch - Prospects"
"107471400004","Punch - Prospects"
"115172600004","Punch - Prospects"
"105772300004","Punch - Prospects"
"134807700004","Punch - Prospects"
"107289600004","Punch - Prospects"
"109638200004","Punch - Prospects"
"134808100004","Punch - Prospects"
"136991300004","Punch - Prospects"
"128983200004","Punch - Prospects"
"180534100004","Punch - Prospects"
"138219300004","Punch - Prospects"
"100648700004","Punch - Prospects"
"128504200004","Punch - Prospects"
"136109600004","Punch - Prospects"
"141990900004","Punch - Prospects"
"106698500004","Punch - Prospects"
"141578000004","Punch - Prospects"
"100539300004","Punch - Prospects"
"134934300004","Punch - Prospects"
"135131300004","Punch - Prospects"
"135177400004","Punch - Prospects"
"135648200004","Punch - Prospects"
"107328700004","Punch - Prospects"
"138897400004","Punch - Prospects"
"110830500004","Punch - Prospects"
"135093300004","Punch - Prospects"
"141649700004","Punch - Prospects"
"111319500004","Punch - Prospects"
"131946700004","Punch - Prospects"
"133443600004","Punch - Prospects"
"118159800004","Punch - Prospects"
"102702700004","Punch - Prospects"
"139409300004","Punch - Prospects"
"141503000004","Punch - Prospects"
"110635700004","Punch - Prospects"
"133264300004","Punch - Prospects"
"136126600004","Punch - Prospects"
"100934600004","Punch - Prospects"
"181272000004","Punch - Prospects"
"140956800004","Punch - Prospects"
"135129700004","Punch - Prospects"
"142646400004","Punch - Prospects"
"142368000004","Punch - Prospects"
"133020200004","Punch - Prospects"
"131791800004","Punch - Prospects"
"105231600004","Punch - Prospects"
"102686100004","Punch - Prospects"
"133021000004","Punch - Prospects"
